assists,gameWinningGoals,games,gamesStarted,goalAgainstAverage,goals,goalsAgainst,overTimeGoals,plusMinus,points,powerPlayGoals,powerPlayPoints,savePercentage,saves,shortHandedGoals,shortHandedPoints,shots,shotsAgainst,wins,blocked,evenSaves,evenShots,evenStrengthSavePercentage,faceOffPct,hits,powerPlaySavePercentage,powerPlaySaves,powerPlayShots,shortHandedSavePercentage,shortHandedSaves,shortHandedShots,position_code_C,position_code_D,position_code_G,position_code_L,position_code_R,timeOnIce,timeOnIcePerGame,evenTimeOnIce,evenTimeOnIcePerGame,powerPlayTimeOnIce,powerPlayTimeOnIcePerGame,shortHandedTimeOnIce,shortHandedTimeOnIcePerGame,normalized_vote_pct
23.0,1.0,66.0,0.0,0.0,2.0,0.0,0.0,-10.0,25.0,2.0,12.0,0.0,0.0,0.0,2.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,95313,1444,69972,1060,15731,238,9610,145,0.0
18.0,2.0,81.0,0.0,0.0,7.0,0.0,0.0,-5.0,25.0,6.0,15.0,0.0,0.0,0.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,116290,1435,83126,1026,16678,205,16486,203,0.0
19.0,1.0,65.0,0.0,0.0,10.0,0.0,0.0,-1.0,29.0,2.0,7.0,0.0,0.0,1.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,49582,762,40331,620,8970,138,281,4,0.0
0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,2293,764,2179,726,114,38,0,0,0.0
41.0,6.0,81.0,0.0,0.0,20.0,0.0,0.0,7.0,61.0,3.0,16.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,46.59,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,96428,1190,66924,826,16636,205,12868,158,0.0
14.0,0.0,61.0,0.0,0.0,8.0,0.0,0.0,3.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,41452,679,37860,620,3057,50,535,8,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,369,369,364,364,5,5,0,0,0.0
27.0,5.0,82.0,0.0,0.0,33.0,0.0,0.0,16.0,60.0,8.0,22.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,47.32,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,86249,1051,66655,812,18988,231,606,7,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1804,902,1444,722,270,135,90,45,0.0
0.0,0.0,69.0,68.0,2.204731,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.913018,1564.0,0.0,0.0,0.0,1713.0,30.0,0.0,1228.0,1329.0,92.40030097817908,0.0,0.0,86.98412698412699,274.0,315.0,89.85507246376811,62.0,69.0,0,0,1,0,0,243295,3526,0,0,0,0,0,0,0.0
0.0,0.0,14.0,12.0,1.8842,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.928571,312.0,0.0,0.0,0.0,336.0,6.0,0.0,237.0,253.0,93.67588932806323,0.0,0.0,89.74358974358975,70.0,78.0,100.0,5.0,5.0,0,0,1,0,0,45855,3275,0,0,0,0,0,0,0.0
0.0,0.0,4.0,2.0,1.626751,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.939394,62.0,0.0,0.0,0.0,66.0,2.0,0.0,41.0,44.0,93.18181818181816,0.0,0.0,95.0,19.0,20.0,100.0,2.0,2.0,0,0,1,0,0,8852,2213,0,0,0,0,0,0,0.0
6.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,62010,1016,47206,773,310,5,14494,237,0.0
6.0,1.0,57.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,43881,769,36368,638,6529,114,984,17,0.0
39.0,1.0,53.0,0.0,0.0,11.0,0.0,1.0,5.0,50.0,7.0,24.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,50.34,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,55476,1046,37329,704,12761,240,5386,101,0.0
24.0,2.0,80.0,0.0,0.0,13.0,0.0,0.0,-5.0,37.0,3.0,9.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,53.13,172.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,89865,1123,64761,809,12354,154,12750,159,0.0
7.0,3.0,34.0,0.0,0.0,8.0,0.0,0.0,9.0,15.0,2.0,3.0,0.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,54.45,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31516,926,24420,718,3339,98,3757,110,0.0
10.0,0.0,81.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,97366,1202,80425,992,641,7,16300,201,0.0
50.0,6.0,81.0,0.0,0.0,40.0,0.0,0.0,22.0,90.0,8.0,31.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,94827,1170,69576,858,22944,283,2307,28,0.04139715394566624
7.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,19328,604,16787,524,326,10,2215,69,0.0
23.0,2.0,81.0,0.0,0.0,9.0,0.0,0.0,-8.0,32.0,1.0,7.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,64947,801,60638,748,4241,52,68,0,0.0
5.0,1.0,40.0,0.0,0.0,5.0,0.0,0.0,10.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,28958,723,25585,639,3083,77,290,7,0.0
6.0,0.0,48.0,0.0,0.0,2.0,0.0,0.0,-4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,48.25,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,26442,550,21333,444,207,4,4902,102,0.0
49.0,3.0,72.0,0.0,0.0,36.0,0.0,0.0,21.0,85.0,14.0,30.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,84953,1179,64247,892,20407,283,299,4,0.0
44.0,4.0,82.0,0.0,0.0,23.0,0.0,1.0,18.0,67.0,6.0,13.0,0.0,0.0,0.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,95202,1161,65430,797,18537,226,11235,137,0.0
31.0,3.0,82.0,0.0,0.0,17.0,0.0,1.0,-7.0,48.0,7.0,25.0,0.0,0.0,1.0,1.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,123879,1510,85600,1043,23191,282,15088,184,0.0
26.0,3.0,81.0,0.0,0.0,10.0,0.0,1.0,16.0,36.0,4.0,15.0,0.0,0.0,1.0,1.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,122859,1516,87002,1074,15499,191,20358,251,0.0
4.0,0.0,44.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,25731,584,22032,500,192,4,3507,79,0.0
15.0,3.0,77.0,0.0,0.0,16.0,0.0,0.0,9.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,64210,833,56335,731,7734,100,141,1,0.0
5.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,-4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,25853,957,19665,728,5961,220,227,8,0.0
17.0,3.0,66.0,0.0,0.0,8.0,0.0,0.0,21.0,25.0,1.0,8.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,75325,1141,63002,954,7715,116,4608,69,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1412,706,1307,653,105,52,0,0,0.0
16.0,0.0,75.0,0.0,0.0,9.0,0.0,0.0,4.0,25.0,1.0,2.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,60851,811,47091,627,694,9,13066,174,0.0
20.0,2.0,82.0,0.0,0.0,13.0,0.0,0.0,4.0,33.0,1.0,1.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,69160,843,56472,688,1301,15,11387,138,0.0
2.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,9882,549,8181,454,1603,89,98,5,0.0
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,3139,209,3086,205,53,3,0,0,0.0
4.0,2.0,27.0,0.0,0.0,4.0,0.0,0.0,-1.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,54.64,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,18051,668,15751,583,2272,84,28,1,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1149,574,1070,535,36,18,43,21,0.0
0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,7113,646,6552,595,108,9,453,41,0.0
5.0,3.0,51.0,0.0,0.0,5.0,0.0,0.0,-3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,38614,757,32001,627,762,14,5851,114,0.0
7.0,0.0,49.0,0.0,0.0,2.0,0.0,0.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,29961,611,24303,495,507,10,5151,105,0.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,2211,737,1936,645,240,80,35,11,0.0
23.0,2.0,79.0,0.0,0.0,9.0,0.0,0.0,1.0,32.0,4.0,9.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,58603,741,45673,578,10089,127,2841,35,0.0
20.0,1.0,82.0,0.0,0.0,16.0,0.0,0.0,9.0,36.0,3.0,9.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,47.38,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,63012,768,49055,598,9576,116,4381,53,0.0
0.0,0.0,6.0,3.0,4.16185,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.855769,89.0,0.0,0.0,0.0,104.0,0.0,0.0,61.0,70.0,87.14285714285714,0.0,0.0,82.14285714285714,23.0,28.0,83.33333333333334,5.0,6.0,0,0,1,0,0,12975,2162,0,0,0,0,0,0,0.0
0.0,0.0,62.0,61.0,2.433208,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.901389,1298.0,0.0,0.0,0.0,1440.0,31.0,0.0,946.0,1045.0,90.52631578947368,0.0,0.0,88.71951219512195,291.0,328.0,92.53731343283582,62.0,67.0,0,0,1,0,0,210093,3388,0,0,0,0,0,0,0.0
0.0,0.0,23.0,17.0,2.419355,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.90748,461.0,0.0,0.0,0.0,508.0,10.0,0.0,343.0,375.0,91.46666666666668,0.0,0.0,88.88888888888889,104.0,117.0,87.5,14.0,16.0,0,0,1,0,0,69936,3040,0,0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
0.0,0.0,1.0,1.0,2.002782,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.909091,20.0,0.0,0.0,0.0,22.0,1.0,0.0,13.0,14.0,92.85714285714286,0.0,0.0,83.33333333333334,5.0,6.0,100.0,2.0,2.0,0,0,1,0,0,3595,3595,0,0,0,0,0,0,0.0
9.0,2.0,77.0,0.0,0.0,8.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,53604,696,38955,505,708,9,13941,181,0.0
9.0,1.0,60.0,0.0,0.0,5.0,0.0,1.0,14.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,74806,1246,60064,1001,3829,63,10913,181,0.0
0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,3552,296,3522,293,24,2,6,0,0.0
11.0,0.0,77.0,0.0,0.0,8.0,0.0,0.0,-12.0,19.0,4.0,7.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,78860,1024,58168,755,12818,166,7874,102,0.0
17.0,1.0,79.0,0.0,0.0,11.0,0.0,0.0,-15.0,28.0,2.0,7.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,75288,953,56682,717,17138,216,1468,18,0.0
20.0,2.0,74.0,0.0,0.0,5.0,0.0,0.0,-11.0,25.0,3.0,13.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,85774,1159,64977,878,15539,209,5258,71,0.0
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2856,571,2826,565,30,6,0,0,0.0
5.0,0.0,73.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,30628,419,29240,400,1247,17,141,1,0.0
3.0,1.0,26.0,0.0,0.0,2.0,0.0,0.0,-2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,18927,727,16812,646,2112,81,3,0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,799,799,785,785,14,14,0,0,0.0
16.0,1.0,38.0,0.0,0.0,7.0,0.0,0.0,-3.0,23.0,4.0,9.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,52.22,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,43974,1157,31331,824,8392,220,4251,111,0.0
25.0,8.0,82.0,0.0,0.0,32.0,0.0,0.0,-15.0,57.0,11.0,25.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,41.48,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,109304,1332,76821,936,26848,327,5635,68,0.0
14.0,2.0,66.0,0.0,0.0,13.0,0.0,1.0,4.0,27.0,1.0,3.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,49433,748,45836,694,3404,51,193,2,0.0
26.0,1.0,73.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,2.0,16.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,100021,1370,69420,950,23193,317,7408,101,0.0
26.0,0.0,81.0,0.0,0.0,17.0,0.0,0.0,-1.0,43.0,1.0,11.0,0.0,0.0,1.0,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,87408,1079,65829,812,15827,195,5752,71,0.0
11.0,0.0,71.0,0.0,0.0,2.0,0.0,0.0,-5.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,72663,1023,61286,863,5173,72,6204,87,0.0
1.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,19785,347,19216,337,167,2,402,7,0.0
5.0,0.0,45.0,0.0,0.0,4.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,28610,635,21931,487,246,5,6433,142,0.0
24.0,4.0,82.0,0.0,0.0,20.0,0.0,1.0,-12.0,44.0,8.0,14.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,85525,1042,64293,784,17556,214,3676,44,0.0
7.0,1.0,82.0,0.0,0.0,4.0,0.0,0.0,-10.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,105396,1285,85707,1045,3461,42,16228,197,0.0
30.0,4.0,79.0,0.0,0.0,18.0,0.0,0.0,-1.0,48.0,3.0,11.0,0.0,0.0,1.0,2.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,51.44,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,80641,1020,61589,779,15588,197,3464,43,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,593,593,590,590,3,3,0,0,0.0
14.0,0.0,80.0,0.0,0.0,6.0,0.0,0.0,-16.0,20.0,1.0,3.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,49.79,127.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,78750,984,59314,741,7400,92,12036,150,0.0
3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,-10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,78136,1055,63373,856,392,5,14371,194,0.0
2.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,-13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,53074,1020,44547,856,3123,60,5404,103,0.0
16.0,2.0,67.0,0.0,0.0,8.0,0.0,0.0,-10.0,24.0,0.0,4.0,0.0,0.0,1.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48100,717,42574,635,5483,81,43,0,0.0
21.0,3.0,53.0,0.0,0.0,7.0,0.0,0.0,2.0,28.0,2.0,6.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,53.66,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,50821,958,39927,753,10044,189,850,16,0.0
3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,11972,704,10516,618,1279,75,177,10,0.0
0.0,0.0,33.0,31.0,2.666692,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.907059,771.0,0.0,0.0,0.0,850.0,9.0,0.0,613.0,670.0,91.49253731343283,0.0,0.0,87.07482993197279,128.0,147.0,90.9090909090909,30.0,33.0,0,0,1,0,0,106649,3231,0,0,0,0,0,0,0.0
0.0,0.0,53.0,51.0,2.133498,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.919798,1273.0,0.0,0.0,0.0,1384.0,20.0,0.0,1021.0,1099.0,92.90263876251136,0.0,0.0,87.5,182.0,208.0,92.2077922077922,71.0,77.0,0,0,1,0,0,187298,3533,0,0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
0.0,0.0,1.0,0.0,1.873049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.916667,11.0,0.0,0.0,0.0,12.0,0.0,0.0,7.0,8.0,87.5,0.0,0.0,100.0,4.0,4.0,0.0,0.0,0.0,0,0,1,0,0,1922,1922,0,0,0,0,0,0,0.0
13.0,3.0,33.0,0.0,0.0,5.0,0.0,0.0,3.0,18.0,3.0,9.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,28711,870,21510,651,7195,218,6,0,0.0
8.0,1.0,58.0,0.0,0.0,7.0,0.0,0.0,-5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,49.44,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,39070,673,34351,592,3065,52,1654,28,0.0
14.0,3.0,61.0,0.0,0.0,9.0,0.0,0.0,-3.0,23.0,1.0,2.0,0.0,0.0,1.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,50812,832,42147,690,2189,35,6476,106,0.0
6.0,2.0,61.0,0.0,0.0,6.0,0.0,0.0,-2.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,44.73,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39802,652,32644,535,173,2,6985,114,0.0
