Player,H_ymax,HR_ymax,R_ymax,RBI_ymax,BA_ymax,RAR,WAR,oWAR,WAR_best_7,WAR_7,oWAR_7,oWAR_best_7,RAR_best_7,RAR_max,AS,MVP,Rfield,OPS,ten,HOF
aaronha01,8,6,5,5,9,1365,143.09999999999997,132.7,60.300000000000004,59.0,54.6,57.599999999999994,578,94,21,8,98,0.9288256930044324,1,1
aaronto01,0,0,0,0,0,-21,-2.8000000000000003,-2.0999999999999996,-2.8000000000000003,-2.8,-2.1,-2.0999999999999996,-21,9,0,0,-7,0.6177151238591917,0,0
abbated01,0,0,0,0,0,81,8.599999999999998,15.099999999999998,9.899999999999999,9.1,15.1,15.099999999999998,95,32,0,0,-57,0.6302026538808598,0,0
abbeych01,0,0,0,0,0,-11,-0.8,-0.1,-0.8,-0.8,-0.1,-0.1,-11,-11,0,0,-8,0.6621009889063745,0,0
abbotfr01,0,0,0,0,0,7,0.5,0.30000000000000004,0.5,0.5,0.30000000000000004,0.30000000000000004,7,10,0,0,2,0.5001935614274898,0,0
abbotje01,0,0,0,0,0,-14,-1.5000000000000002,0.39999999999999997,-1.5000000000000002,-1.5000000000000002,0.39999999999999997,0.39999999999999997,-14,1,0,0,-21,0.7189024136062362,0,0
abbotku01,0,0,0,0,0,12,0.5999999999999999,3.8,2.0000000000000004,0.8,4.0,4.3,25,21,0,0,-32,0.718863115300853,0,0
abernbr01,0,0,0,0,0,2,-5.551115123125783e-17,0.5000000000000001,-5.551115123125783e-17,-5.551115123125783e-17,0.5000000000000001,0.5000000000000001,2,12,0,0,-4,0.6108995139726797,0,0
abnersh01,0,0,0,0,0,-8,-1.2999999999999998,-2.2,-1.2999999999999998,-1.2999999999999998,-2.2,-2.2,-8,18,0,0,6,0.5840715615855281,0,0
abramca01,0,0,0,0,0,85,8.3,8.7,8.3,8.3,8.7,8.7,85,36,0,1,-1,0.7713153467409591,0,0
abreubo01,0,0,0,0,0,631,60.400000000000006,61.699999999999996,41.7,41.7,37.2,37.5,436,68,2,7,-6,0.8695220541046608,1,0
abreuto01,0,0,0,0,0,0,-0.40000000000000013,-0.5000000000000002,-0.40000000000000013,-0.40000000000000013,-0.5000000000000002,-0.5000000000000002,0,11,0,0,2,0.655917513879876,0,0
abstebi01,0,0,0,0,0,0,-0.3999999999999999,1.1102230246251565e-16,-0.3999999999999999,-0.3999999999999999,1.1102230246251565e-16,1.1102230246251565e-16,0,9,0,0,-4,0.5771032955908197,0,0
acostme01,0,0,0,0,0,8,0.8,1.5,0.8,0.8,1.5,1.5,8,7,0,0,-6,0.6387680209698559,0,0
adairje01,0,0,0,0,0,106,8.299999999999999,3.6000000000000005,11.4,10.5,5.0,6.7,125,29,0,2,56,0.6334375247381827,1,0
adamsbe01,0,0,0,0,0,-21,-2.9,-2.3,-0.8999999999999999,-2.6,-2.0,-0.9000000000000001,-6,3,0,0,-6,0.4684772657918828,0,0
adamsbo03,1,0,0,0,0,165,15.899999999999999,16.7,13.400000000000002,10.5,11.5,12.799999999999997,137,25,0,1,-2,0.6986468872434631,1,0
adamsbu01,0,0,0,0,0,91,8.8,9.8,8.8,8.8,9.8,9.8,91,49,0,1,-8,0.734805334281774,0,0
adamsgl01,0,0,0,0,0,-5,-1.3000000000000003,0.2999999999999998,0.3999999999999998,-0.8,0.7999999999999998,1.9,8,14,0,0,-13,0.7201012863752186,0,0
adamsru01,0,0,0,0,0,0,-0.10000000000000012,2.5,-0.10000000000000012,-0.10000000000000012,2.5,2.5,0,9,0,0,-26,0.6807259171881193,0,0
adamssp01,0,0,0,0,0,164,16.5,11.8,15.100000000000001,12.600000000000001,8.4,10.1,150,44,0,0,54,0.6831275932366375,1,0
adamssp02,0,0,0,0,0,-9,-0.9,0.0,-0.9,-0.9,0.0,0.0,-9,1,0,0,-9,0.6297229784725926,0,0
adcocjo01,0,0,0,0,1,346,33.5,35.0,23.799999999999997,20.799999999999997,20.700000000000003,24.1,238,49,1,3,1,0.8188651390653572,1,0
addisbo01,0,0,0,0,0,9,0.9,0.8,0.9,0.9,0.8,0.8,9,9,0,0,1,0.665476747815231,0,0
agbaybe01,0,0,0,0,0,18,1.2000000000000002,2.4000000000000004,1.2000000000000002,1.2000000000000002,2.4000000000000004,2.4000000000000004,18,22,0,0,-9,0.7957892709689323,0,0
ageeto01,0,0,0,0,0,241,25.300000000000004,18.3,26.300000000000004,25.099999999999998,19.1,19.3,248,61,2,2,64,0.7235301606330213,1,0
agganha01,0,0,0,0,0,5,0.4,0.4,0.4,0.4,0.4,0.4,5,7,0,0,1,0.7347200351558208,0,0
agnewsa01,0,0,0,0,0,55,5.4,1.0,5.4,5.4,1.0,1.0,55,18,0,1,39,0.4948103661872154,0,0
aguaylu01,0,0,0,0,0,29,2.9000000000000004,4.2,3.8000000000000007,3.0,4.1,4.6000000000000005,36,14,0,0,-14,0.6804536043666478,1,0
aikenwi01,0,0,0,0,0,84,7.999999999999998,9.4,8.8,8.7,10.1,10.200000000000001,90,24,0,0,-12,0.8064170846886778,0,0
aingeda01,0,0,0,0,0,-16,-2.0,-2.2,-2.0,-2.0,-2.2,-2.2,-16,-3,0,0,2,0.5240475841414121,0,0
ainsmed01,0,0,0,0,0,66,6.199999999999999,7.1000000000000005,7.500000000000001,6.9,7.0,7.7,76,26,0,0,-9,0.6064405706677805,1,0
akersbi01,0,0,0,0,0,13,1.3,2.1,1.3,1.3,2.1,2.1,13,16,0,0,-9,0.7393359743444633,0,0
aldremi01,0,0,0,0,0,89,8.7,6.800000000000001,9.1,8.3,6.1,6.8999999999999995,92,33,0,0,17,0.7317060940246706,1,0
alexada01,0,0,0,0,1,144,13.9,15.000000000000002,13.9,13.9,15.000000000000002,15.000000000000002,144,52,0,1,-14,0.8840628425283157,0,0
alexaga01,0,0,0,0,0,9,0.7999999999999998,4.199999999999999,0.7999999999999998,0.7999999999999999,4.2,4.199999999999999,9,15,0,0,-33,0.7218586729362592,0,0
alexama02,0,0,0,0,0,-21,-2.3000000000000003,-1.4999999999999998,0.0,-1.0,-0.39999999999999986,0.30000000000000004,2,12,0,0,-8,0.5989551448283452,0,0
alfoned01,0,0,0,0,0,313,28.800000000000004,27.60000000000001,28.900000000000002,28.900000000000002,25.800000000000004,26.500000000000004,308,70,1,3,18,0.7764451461793465,1,0
alfonel01,0,0,0,0,0,2,-8.326672684688674e-17,-0.7,-8.326672684688674e-17,-8.326672684688674e-17,-0.7,-0.7,2,8,0,0,6,0.6333652124868192,0,0
alicelu01,0,0,0,0,0,131,11.9,11.9,12.2,12.1,10.899999999999999,11.900000000000002,128,30,0,0,0,0.7045126190929324,1,0
allanan01,0,0,0,0,0,10,0.7999999999999998,1.3000000000000003,1.8,1.8,1.5,1.5000000000000002,20,17,0,0,-5,0.5846416575304407,0,0
allenbe01,0,0,0,0,0,107,9.2,10.5,8.799999999999999,6.5,7.4,10.700000000000001,94,24,0,0,0,0.6685772912211716,1,0
allenbo01,0,0,0,0,0,125,11.7,8.4,11.7,11.7,8.4,8.4,125,42,0,0,42,0.6634878607969613,0,0
allench01,0,0,0,0,0,-19,-1.7,-1.1,-1.7,-1.7000000000000002,-1.1,-1.1,-19,0,0,0,-6,0.705313868204254,0,0
allendi01,1,1,2,1,4,544,58.6,70.1,45.79999999999999,37.5,45.300000000000004,51.8,421,81,7,5,-109,0.9112205941223823,1,0
allenet01,0,0,0,0,1,65,6.7,6.6,8.5,5.3,4.8,7.7,83,28,0,1,4,0.734904474178027,1,0
allenga01,0,0,0,0,0,16,1.4,1.1,1.4,1.4000000000000001,1.1,1.1,16,9,0,0,3,0.6265687372506656,0,0
allenha02,0,0,0,0,0,-22,-3.5,-1.4,-3.5,-3.5,-1.4,-1.4,-22,4,0,0,-16,0.5912896744705518,0,0
allenje01,0,0,0,0,0,4,-0.19999999999999973,2.6999999999999997,-0.19999999999999973,-0.19999999999999973,2.6999999999999997,2.6999999999999997,4,14,0,0,-27,0.6818885728846439,0,0
allenmy01,0,0,0,0,0,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-2,-1,0,0,0,0.0,0,0
allenni01,0,0,0,0,0,11,1.1,0.8,1.1,1.1,0.8,0.8,11,6,0,0,3,0.5981022005612169,0,0
alleyge01,0,0,0,0,0,219,24.299999999999997,16.4,24.200000000000003,23.0,14.600000000000001,15.700000000000001,216,48,2,2,60,0.6558611717203229,1,0
allisar01,0,0,0,0,0,0,0.0,-0.5,0.0,0.0,-0.5,-0.5,0,0,0,0,6,0.45815850815850817,0,0
allisbo01,0,0,0,0,0,345,34.1,32.8,29.999999999999996,28.6,26.1,28.1,299,71,3,3,30,0.8237060702487271,1,0
allisdo01,0,0,0,0,0,21,2.0,0.30000000000000004,2.0,2.0,0.30000000000000004,0.30000000000000004,21,16,0,0,18,0.4938657777371874,0,0
almadme01,1,0,0,0,0,5,0.3999999999999999,1.6,0.3999999999999999,0.3999999999999999,1.6,1.6,5,15,0,0,-10,0.7034320776236391,0,0
almonbi01,0,0,0,0,0,57,4.3999999999999995,9.400000000000002,7.199999999999999,4.0,7.7,10.500000000000002,76,22,0,1,-44,0.6448713175985903,1,0
alomaro01,1,0,3,0,3,692,67.19999999999999,70.8,42.9,35.5,34.900000000000006,43.800000000000004,446,80,12,7,-37,0.8074064326601109,1,1
alomasa01,0,0,0,0,0,116,10.499999999999998,7.900000000000001,13.200000000000001,12.299999999999999,8.2,8.2,131,49,1,0,31,0.5739061902473941,1,0
alomasa02,0,0,0,0,0,144,13.800000000000002,13.8,13.200000000000001,10.6,9.0,12.8,135,40,6,1,-1,0.7062844598897283,1,0
aloufe01,2,0,1,0,4,396,42.400000000000006,36.10000000000001,33.8,31.8,28.0,29.2,312,58,3,2,52,0.7545031054390441,1,0
alouje01,0,0,0,0,1,20,0.9999999999999999,1.0,5.700000000000001,2.1999999999999997,1.4,4.799999999999999,57,23,0,0,-9,0.6501747838970029,1,0
alouma01,2,0,0,0,5,217,22.9,26.099999999999998,23.4,21.7,25.2,25.5,214,45,2,2,-39,0.7183579672396492,1,0
aloumo01,0,0,0,0,3,423,40.099999999999994,41.7,27.7,22.7,24.0,29.2,291,65,6,7,-16,0.8823225584337251,1,0
alperwh01,0,0,0,0,0,26,2.1,4.5,2.1,2.1,4.5,4.5,26,20,0,0,-17,0.5679488680065545,0,0
altizda01,0,0,0,0,0,70,7.6000000000000005,9.999999999999998,7.6000000000000005,7.6000000000000005,9.999999999999998,9.999999999999998,70,23,0,0,-21,0.5884015503392666,0,0
altmage01,0,0,0,0,1,131,12.999999999999998,13.1,14.299999999999997,14.299999999999999,13.799999999999999,13.8,141,42,2,1,-4,0.7555236572615559,0,0
alusige01,0,0,0,0,0,22,2.0,1.6,2.0,2.0,1.6,1.6,22,10,0,0,5,0.7534999078971606,0,0
alvarlu01,0,0,0,0,0,-20,-3.0,-1.7,-2.0999999999999996,-2.6,-1.3,-1.1,-14,3,0,0,-10,0.5142369917972369,0,0
alvisma01,0,0,0,0,0,100,8.299999999999999,12.700000000000001,10.0,10.0,14.1,14.100000000000001,114,38,2,1,-28,0.6816632492002768,0,0
alvorbi01,0,0,0,0,0,-4,-0.30000000000000004,0.09999999999999998,-0.30000000000000004,-0.30000000000000004,0.09999999999999998,0.09999999999999998,-4,1,0,0,-4,0.5557433735249505,0,0
alyeabr01,0,0,0,0,0,19,1.5000000000000002,3.0,1.5000000000000002,1.5000000000000002,3.0,3.0,19,17,0,0,-11,0.7445233275359013,0,0
amalfjo01,0,0,0,0,0,21,1.7999999999999998,3.6,2.4,2.3,3.9,4.1,26,17,0,0,-16,0.6352351924323838,0,0
amarari01,0,0,0,0,0,54,5.1000000000000005,4.1,6.300000000000001,5.8999999999999995,4.800000000000001,5.2,65,32,0,0,11,0.6842319183361674,1,0
amaroru01,0,0,0,0,0,31,2.3,3.3,4.300000000000001,3.9,3.8,4.1000000000000005,47,25,0,1,-7,0.59246638870101,1,0
amaroru02,0,0,0,0,0,7,0.29999999999999993,-0.4,1.2000000000000002,1.2,0.6,0.6,15,8,0,0,10,0.6461352769426008,0,0
amblewa01,0,0,0,0,0,-39,-3.5,-1.4,-3.5,-3.5,-1.4,-1.4,-39,-11,0,0,-24,0.5686600189660622,0,0
amezaal01,0,0,0,0,0,38,3.1999999999999997,-0.3999999999999999,4.1000000000000005,4.1,0.19999999999999996,0.20000000000000018,46,24,0,0,36,0.6283426065657237,0,0
amorosa01,0,0,0,0,0,79,7.5,7.2,7.5,7.5,7.2,7.2,79,22,0,0,8,0.7822816083488137,0,0
anderbr01,0,1,0,0,0,369,34.9,38.0,30.1,26.4,29.9,32.800000000000004,317,74,3,1,-30,0.7661075956227308,1,0
anderbr03,0,0,0,0,0,-2,-0.19999999999999996,0.20000000000000004,-0.19999999999999996,-0.19999999999999996,0.20000000000000004,0.20000000000000004,-2,8,0,0,-4,0.6503265600772297,0,0
anderda02,0,0,0,0,0,61,5.8,6.1,6.7,6.6,5.9,5.9,66,21,0,0,-5,0.6239363212277333,1,0
anderga01,2,0,0,0,0,270,25.7,23.4,22.799999999999997,20.0,17.5,18.800000000000004,236,52,3,3,25,0.7865236523652366,1,0
anderge01,0,0,0,0,0,10,1.1,1.1,1.1,1.1,1.1,1.1,10,10,0,0,0,0.7521645021645021,0,0
anderha02,0,0,0,0,0,57,5.2,5.6,5.2,5.2,5.6,5.6,57,33,0,2,-1,0.7766053729814115,0,0
anderji01,0,0,0,0,0,13,1.0999999999999999,0.6,1.0999999999999999,1.0999999999999999,0.6,0.6,13,6,0,0,4,0.5670625682930306,0,0
anderjo01,0,0,0,0,0,276,28.1,28.099999999999998,21.300000000000004,18.4,18.0,20.799999999999997,212,47,0,0,4,0.7198069970567355,1,0
anderjo03,0,0,0,0,0,4,0.30000000000000004,0.5,0.30000000000000004,0.30000000000000004,0.5,0.5,4,13,0,0,-1,0.6568711568711569,0,0
anderma02,0,0,0,0,0,84,7.1,5.3,9.399999999999999,8.4,7.0,7.699999999999998,102,31,0,0,22,0.7010686006334581,1,0
andermi01,0,0,0,0,0,49,4.2,-0.7999999999999999,4.3,4.3,-0.29999999999999993,0.6,49,11,0,0,45,0.6801056380684709,0,0
andersp01,0,0,0,0,0,-11,-1.2,-0.9,-1.2,-1.2,-0.9,-0.9,-11,-11,0,0,-2,0.527571129080563,0,0
andreed01,0,0,0,0,1,54,5.1000000000000005,5.999999999999999,5.1000000000000005,5.1000000000000005,5.999999999999999,5.999999999999999,54,21,0,0,-1,0.6439169906886574,0,0
andremi01,0,0,0,0,0,117,10.9,17.9,12.1,12.1,18.8,18.8,127,37,1,2,-53,0.7130893280676749,0,0
andrero01,0,0,0,0,0,16,0.9000000000000002,2.5999999999999996,0.9000000000000002,0.9000000000000002,2.5999999999999996,2.5999999999999996,16,18,0,0,-17,0.613017895199357,0,0
andresh01,0,0,0,0,0,28,1.9999999999999996,0.8000000000000003,1.9999999999999996,1.9999999999999998,0.8000000000000003,0.8000000000000003,28,22,0,0,13,0.7178875087797124,0,0
ankieri01,0,0,0,0,0,61,5.500000000000001,5.0,6.400000000000001,6.4,5.1,5.3,68,22,0,0,4,0.7189212973980644,1,0
anthoer01,0,0,0,0,0,5,-0.19999999999999996,1.9999999999999998,2.3,1.4,2.2,3.2,28,23,0,0,-24,0.70186688850043,0,0
antonjo01,0,0,0,0,0,-13,-1.5,-0.4,-1.5,-1.5,-0.4,-0.4,-13,-2,0,0,-10,0.5980392156862745,0,0
aparilu01,0,0,0,0,0,566,55.8,42.3,32.7,26.8,21.9,24.200000000000003,321,56,10,10,149,0.6484834463984563,1,1
archdma01,0,0,0,0,0,17,1.7000000000000002,2.3,1.7000000000000002,1.7000000000000002,2.3,2.3,17,11,0,0,-7,0.7932143401983218,0,0
archeji01,0,0,0,0,0,105,10.4,6.2,9.899999999999999,9.600000000000001,6.7,6.7,99,26,0,3,39,0.605807698772903,1,0
archige01,0,0,0,0,0,3,0.2,0.6,0.2,0.2,0.6,0.6,3,3,0,0,-4,0.7034697198953832,0,0
arciajo01,0,0,0,0,0,-32,-3.6,-1.0,-3.6,-3.6,-1.0,-1.0,-32,-7,0,0,-26,0.5212511974062339,0,0
arencjp01,0,0,0,0,0,21,1.8000000000000003,3.4,1.8000000000000003,1.8000000000000003,3.4,3.4,21,15,0,0,-14,0.6613550259677402,0,0
arftha01,0,0,0,0,0,2,-5.551115123125783e-17,0.3,-5.551115123125783e-17,-5.551115123125783e-17,0.3,0.3,2,6,0,0,-5,0.7224270315993119,0,0
ariasal01,0,0,0,0,0,23,2.0,4.2,3.3000000000000003,2.4,3.8000000000000003,5.0,35,15,0,0,-22,0.6761692296291016,1,0
ariasge01,0,0,0,0,0,0,0.10000000000000003,-0.4,0.10000000000000003,0.10000000000000003,-0.4,-0.4,0,1,0,0,4,0.6417884990253411,0,0
ariasjo01,0,0,0,0,0,13,0.9999999999999999,1.7999999999999998,1.6,0.9999999999999999,2.0,2.0999999999999996,18,10,0,0,-10,0.6347512745699719,0,0
arletbu01,0,0,0,0,0,23,2.3,2.8,2.3,2.3,2.8,2.8,23,23,0,0,-4,0.9135440364819783,0,0
armasto01,0,2,0,1,0,163,15.799999999999997,12.600000000000001,16.900000000000002,15.600000000000001,12.399999999999999,13.6,170,58,2,2,30,0.739161662604197,1,0
arndtha01,0,0,0,0,0,14,1.5999999999999996,2.8,1.5999999999999996,1.5999999999999996,2.8,2.8,14,20,0,0,-10,0.6331774056096928,0,0
arnolch01,0,0,0,0,0,-4,-0.8,-0.5,-0.8,-0.8,-0.5,-0.5,-4,1,0,0,-3,0.6176565162095362,0,0
arnovmo01,0,0,0,0,0,70,6.7,4.8,6.7,6.7,4.8,4.8,70,38,1,1,22,0.7245613062382724,0,0
ashbyal01,0,0,0,0,0,117,10.9,16.999999999999996,10.099999999999998,8.1,12.399999999999999,13.399999999999999,98,24,0,0,-57,0.6774300134800464,1,0
ashfotu01,0,0,0,0,0,-15,-1.9000000000000001,2.7755575615628914e-17,-1.9000000000000001,-1.9000000000000001,2.7755575615628914e-17,2.7755575615628914e-17,-15,2,0,0,-17,0.5982864904398704,0,0
ashlebi01,0,0,0,0,0,-18,-2.1,0.30000000000000004,-2.1,-2.1,0.29999999999999993,0.30000000000000004,-18,7,0,0,-25,0.7115748942905062,0,0
asprobo01,0,0,0,0,0,22,1.1000000000000008,10.100000000000001,6.5,5.6,12.2,12.2,64,24,0,0,-88,0.6378393427805933,1,0
asproke01,0,0,0,0,0,25,1.9,4.1,1.9,1.9,4.1,4.1,25,26,0,0,-18,0.663825156252319,0,0
asselbr01,0,0,0,0,0,-9,-1.3,-0.29999999999999993,-1.3,-1.3,-0.29999999999999993,-0.29999999999999993,-9,2,0,0,-9,0.674822974036192,0,0
astrojo01,0,0,0,0,0,11,0.9000000000000001,1.2,2.5000000000000004,1.9000000000000004,1.8,2.4,24,18,0,0,-4,0.6465275738480971,1,0
atkinga01,0,0,0,0,1,54,4.1000000000000005,8.699999999999998,5.3999999999999995,5.4,9.6,9.599999999999998,66,53,0,1,-45,0.7967501817838265,0,0
atwelto01,0,0,0,0,0,16,1.1,3.6,1.1,1.1,3.6,3.6,16,11,1,1,-20,0.680492542069405,0,0
atwoobi01,0,0,0,0,0,-13,-1.7000000000000002,-1.0,-1.7000000000000002,-1.7000000000000002,-1.0,-1.0,-13,0,0,0,-5,0.5942923551207369,0,0
atzja01,0,0,0,0,0,28,3.1,1.7,3.1,3.1,1.7,1.7,28,20,0,0,11,0.5427542070489653,0,0
auerbri01,0,0,0,0,0,16,0.9000000000000001,2.0000000000000004,2.4000000000000004,1.1,2.1,3.4000000000000004,29,11,0,0,-9,0.5648436070971282,1,0
aultdo01,0,0,0,0,0,4,0.29999999999999993,-0.6000000000000001,0.29999999999999993,0.29999999999999993,-0.6000000000000001,-0.6000000000000001,4,5,0,0,9,0.662102588679724,0,0
aurilri01,0,0,0,0,1,207,18.099999999999994,19.500000000000004,16.599999999999998,15.299999999999999,16.1,18.099999999999998,183,71,1,1,-4,0.7584643051636282,1,0
ausmubr01,0,0,0,0,0,190,16.399999999999995,9.000000000000002,15.1,14.7,9.8,10.6,162,36,1,0,80,0.656760292539855,1,0
austiji01,0,0,0,0,0,221,22.900000000000002,24.6,18.1,16.3,16.8,18.700000000000003,172,34,0,1,-12,0.6180065313948908,1,0
avenbr01,0,0,0,0,0,20,1.7,1.3,1.7,1.7,1.3,1.3,20,20,0,0,4,0.7612498878224951,0,0
avilabo01,1,0,1,0,1,281,28.400000000000002,28.599999999999998,26.4,26.400000000000002,25.099999999999998,26.2,258,68,3,2,-4,0.7360675909456398,1,0
ayalabe01,0,0,0,0,0,14,0.8999999999999997,0.8000000000000002,2.1999999999999997,2.0,1.6,2.0,24,7,0,0,3,0.7402352767364124,1,0
aybarwi01,0,0,0,0,0,29,2.8,3.6,2.8,2.8,3.6,3.6,29,13,0,0,-9,0.7293676223898262,0,0
azcuejo01,0,0,0,0,0,92,8.6,7.800000000000001,10.200000000000001,10.0,8.8,9.6,102,31,1,0,16,0.6444456604608271,1,0
babbch01,0,0,0,0,0,38,3.9,5.7,3.9,3.9,5.7,5.7,38,28,0,0,-16,0.5994186046511627,0,0
backmwa01,0,0,0,0,0,131,13.2,16.3,13.399999999999999,11.3,13.100000000000001,15.0,129,31,0,0,-32,0.6813151663568155,1,0
baergca01,2,0,0,0,2,205,19.5,23.5,21.999999999999996,19.700000000000003,22.3,23.2,226,61,3,2,-37,0.7440001052235446,1,0
bagweje01,0,2,4,2,1,829,79.79999999999998,74.79999999999998,48.29999999999999,47.400000000000006,45.099999999999994,46.9,512,84,4,7,56,0.9385566290994803,1,1
bailebo01,0,0,0,0,0,282,28.7,31.5,23.400000000000002,18.4,19.900000000000002,24.199999999999996,226,48,0,0,-36,0.7485796202201251,1,0
baileed01,0,0,0,0,0,270,27.299999999999994,24.900000000000002,22.9,21.4,18.2,20.5,225,48,5,1,30,0.7796452896366203,1,0
bailege01,0,0,0,0,0,-9,-1.0999999999999996,-1.2,-1.0999999999999996,-1.0999999999999996,-1.2,-1.2,-9,4,0,0,2,0.6040770809558316,0,0
bailema01,0,0,0,0,0,25,2.4,4.1000000000000005,2.4,2.4,4.1000000000000005,4.1000000000000005,25,17,0,0,-16,0.6711835850991243,0,0
bailobo01,0,0,0,0,0,92,8.899999999999999,5.0,9.2,7.4,4.6,6.9,94,21,0,0,36,0.6271077434665322,1,0
bairddo01,0,0,0,0,0,65,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,65,32,0,0,1,0.601319856521555,0,0
bakerbi01,0,0,0,0,0,3,5.551115123125783e-17,1.0,5.551115123125783e-17,5.551115123125783e-17,1.0,1.0,3,8,0,0,-8,0.6361463504320648,0,0
bakerdu01,1,0,0,0,2,370,37.099999999999994,35.5,26.2,20.3,21.0,26.199999999999996,255,47,2,3,8,0.7773676786997692,1,0
bakerfl01,0,0,0,0,0,79,7.8,4.3,8.5,8.1,5.1000000000000005,5.3999999999999995,84,25,0,0,31,0.6518598835619114,1,0
bakerge02,0,0,0,0,0,80,7.2,7.000000000000001,7.5,7.5,7.1,7.1000000000000005,83,30,1,1,12,0.6977335492375957,0,0
bakerje03,0,0,0,0,0,20,1.0,3.8000000000000007,3.5,1.6999999999999997,3.5000000000000004,4.6000000000000005,40,12,0,0,-26,0.7473327156817076,1,0
bakerjo01,0,0,0,0,0,12,0.5999999999999999,2.8,0.5999999999999999,0.5999999999999999,2.8,2.8,12,15,0,0,-18,0.6661894036684715,0,0
bakerph01,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.5,0,0,0,0,-3,0.5466666666666666,0,0
bakopa01,0,0,0,0,0,-5,-1.2,-1.9,1.6999999999999997,0.20000000000000004,-0.4,0.9000000000000001,21,7,0,0,9,0.6193574300750335,1,0
balbost01,0,1,0,0,0,16,0.8000000000000004,2.7,3.9,2.3000000000000003,3.4000000000000004,4.299999999999999,43,22,0,2,-18,0.7398294229454498,1,0
baldero01,0,0,0,0,0,104,10.200000000000001,8.900000000000002,10.200000000000001,10.2,8.9,8.900000000000002,104,33,0,0,13,0.7517124249776529,0,0
baldwki01,0,0,0,0,0,-4,-0.4,-0.5,-0.4,-0.4,-0.5,-0.5,-4,-4,0,0,2,0.4578068264342774,0,0
balenwl01,0,0,0,0,0,5,0.4,-0.8,0.4,0.4,-0.8,-0.8,5,11,0,0,12,0.6449703297957321,0,0
ballne01,0,0,0,0,0,13,0.9000000000000001,4.7,0.9000000000000001,0.9000000000000001,4.7,4.7,13,16,0,0,-31,0.5925260116322066,0,0
bandoch01,0,0,0,0,0,20,1.5999999999999996,1.9999999999999996,3.0999999999999996,1.9999999999999998,2.6,3.0999999999999996,34,23,0,0,-3,0.6252394195146689,0,0
bandosa01,0,0,0,0,0,585,61.70000000000001,58.2,44.50000000000001,41.6,40.5,42.699999999999996,417,80,4,4,38,0.7507607292208669,1,0
banksbr01,0,0,0,0,0,-10,-1.3,-0.19999999999999998,-1.3,-1.3,-0.19999999999999998,-0.19999999999999998,-10,3,0,0,-10,0.7019987105093488,0,0
bankser01,0,4,2,3,0,671,67.89999999999999,62.49999999999999,52.2,52.2,47.199999999999996,47.199999999999996,518,99,11,7,55,0.824376712632283,1,1
bannial01,0,0,0,0,0,43,3.5999999999999996,11.200000000000003,4.8999999999999995,4.3,9.7,10.9,53,18,0,0,-69,0.6845845990645644,1,0
bannoji01,0,0,0,0,0,56,5.2,4.5,5.2,5.2,4.5,4.5,56,37,0,0,12,0.8219104249995512,0,0
barajro01,0,0,0,0,0,51,4.6,5.3999999999999995,7.8,7.300000000000001,6.8,7.1000000000000005,79,17,0,0,-9,0.679321561696906,1,0
barbawa01,0,0,0,0,0,21,2.0,1.9,3.6999999999999993,3.7,3.4,3.4000000000000004,39,25,0,0,2,0.5960490263108329,0,0
barbebr01,0,0,0,0,0,65,6.299999999999999,4.1000000000000005,6.299999999999999,6.299999999999999,4.1000000000000005,4.1000000000000005,65,18,0,0,20,0.6980677186545583,0,0
barbeja01,0,0,0,0,0,9,0.7999999999999999,2.2,0.7999999999999999,0.7999999999999999,2.2,2.2,9,9,0,0,-12,0.5697429843130869,0,0
barbetu01,0,0,0,0,0,9,0.6000000000000001,2.2,1.9999999999999998,1.0,2.3,3.0,21,9,0,0,-13,0.675911680113231,0,0
barclge01,0,0,0,0,0,-28,-3.4000000000000004,-0.7999999999999999,-3.4000000000000004,-3.4000000000000004,-0.7999999999999999,-0.7999999999999999,-28,14,0,0,-24,0.5683483464492235,0,0
bardjo01,0,0,0,0,0,42,3.3000000000000003,5.5,4.8999999999999995,4.4,5.5,6.0,55,28,0,0,-21,0.7032994732365772,1,0
barfije01,0,1,0,0,0,394,39.50000000000001,22.9,34.49999999999999,34.5,21.2,22.0,342,76,1,1,161,0.7962881798195407,1,0
barfijo02,0,0,0,0,0,28,2.6,2.1000000000000005,2.6,2.6,2.1000000000000005,2.1000000000000005,28,33,0,0,5,0.6672389116715733,0,0
barklsa01,0,0,0,0,0,-6,-0.5,0.1,-0.5,-0.5,0.1,0.1,-6,-6,0,0,-5,0.568716577540107,0,0
barmecl01,0,0,0,0,0,157,14.999999999999998,3.7,14.1,12.600000000000001,3.3,6.099999999999999,145,33,0,0,108,0.6559399435344323,1,0
barnaba01,0,0,0,0,0,1,-0.09999999999999987,0.7,-0.09999999999999987,-0.09999999999999987,0.7,0.7,1,11,0,0,-8,0.6559413968120125,0,0
barnere01,0,0,0,0,0,18,2.2,2.7,2.2,2.2,2.7,2.7,18,34,0,0,-6,0.7404406738772065,0,0
barnero01,1,0,1,1,0,101,9.2,9.0,9.2,9.2,9.0,9.0,101,70,0,0,4,0.7567998209451539,0,0
