,Player,Player_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
79,kalinal01,Al Kaline,0.0,0.0,0.29,0.425,0.435,0.435,0.435,0.435,0.515,0.53,0.54,0.52,0.52,0.51,0.52,0.525,0.525,0.525,0.525,0.525,0.525,0.55,,,
80,keelewi01,Willie Keeler,0.0,0.0,0.15,0.29,0.405,0.405,0.425,0.47,0.465,0.465,0.465,0.465,0.465,0.47,,,,,,,,,,,
81,kellejo01,Joe Kelley,0.19,0.3,0.415,0.41,0.41,0.4,0.4,0.41,0.41,0.4,,,,,,,,,,,,,,,
82,kellge01,George Kell,0.0,0.005,0.0,0.15,0.38,0.41,0.415,0.42,0.425,0.425,0.42,0.41,0.41,0.415,0.4,,,,,,,,,,
83,kellyge01,High Pockets Kelly,0.0,0.0,0.0,0.0,0.0,0.11,0.255,0.39,0.425,0.42,0.42,0.42,0.435,0.43,0.43,0.43,,,,,,,,,
84,kellyki01,King Kelly,0.0,0.17,0.205,0.415,0.455,0.45,0.47,0.47,0.475,0.5,0.51,0.525,0.525,0.525,0.525,,,,,,,,,,
85,killeha01,Harmon Killebrew,0.0,0.0,0.0,0.0,0.0,0.035,0.235,0.39,0.4,0.4,0.42,0.445,0.455,0.455,0.455,0.47,0.5,0.51,0.51,0.51,0.51,0.515,,,
86,kinerra01,Ralph Kiner,0.0,0.43,0.43,0.42,0.475,0.52,0.535,0.52,0.525,0.535,,,,,,,,,,,,,,,
87,kleinch01,Chuck Klein,0.0,0.215,0.425,0.425,0.45,0.54,0.565,0.545,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,,,,,,,,,
88,lajoina01,Nap Lajoie,0.0,0.21,0.43,0.415,0.415,0.405,0.445,0.545,0.57,0.57,0.62,0.635,0.645,0.65,0.685,0.685,0.69,0.68,0.68,0.68,0.68,,,,
89,larkiba01,Barry Larkin,0.0,0.005,0.405,0.43,0.425,0.415,0.415,0.43,0.475,0.485,0.465,0.465,0.47,0.47,0.47,0.47,0.47,0.47,0.475,,,,,,
90,lazzeto01,Tony Lazzeri,0.0,0.29,0.41,0.42,0.415,0.415,0.45,0.46,0.465,0.465,0.46,0.46,0.45,0.45,,,,,,,,,,,
91,lindsfr01,Freddie Lindstrom,0.0,0.0,0.015,0.12,0.4,0.4,0.4,0.4,0.395,0.41,0.41,0.41,0.41,,,,,,,,,,,,
92,lombaer01,Ernie Lombardi,0.0,0.025,0.13,0.12,0.395,0.395,0.385,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.405,0.405,0.405,,,,,,,,
93,mantlmi01,Mickey Mantle,0.0,0.285,0.42,0.425,0.47,0.52,0.67,0.67,0.675,0.665,0.665,0.655,0.66,0.655,0.655,0.65,0.65,0.655,,,,,,,
