Player.Name,Period.Name,Position.Name,Total.Player.Load,Player.Load.Per.Minute,Maximum.Heart.Rate,Minimum.Heart.Rate,Avg.Heart.Rate,Date
4,Group 2 32,M,4.77658,17.28557,203,199,200.93976,8/6/2019
100,Group 2 32,D,4.57171,16.54417,199,193,197.47273,8/6/2019
21,Group 2 32,D,6.65108,24.06906,208,203,204.77711,8/6/2019
44,Group 2 33,D,5.82412,22.14496,199,185,194.29747,8/6/2019
95,Group 2 33,F,6.02183,22.89669,206,176,191.53165,8/6/2019
66,Group 2 33,M,3.32994,12.66137,195,0,189.27273,8/6/2019
4,Group 2 33,M,5.75516,21.88274,205,198,201.11392,8/6/2019
100,Group 2 33,D,5.83469,22.18512,199,193,194.89241,8/6/2019
21,Group 2 33,D,4.27899,16.26993,203,193,200.29299,8/6/2019
44,Group 2 34,D,6.13177,23.59886,199,193,196.74359,8/6/2019
95,Group 2 34,F,5.84982,22.51373,208,181,193.14103,8/6/2019
4,Group 2 34,M,5.60907,21.5872,203,199,201.37821,8/6/2019
100,Group 2 34,D,5.63368,21.68189,199,183,192.48718,8/6/2019
44,Group 2 35,D,5.98291,23.61675,199,182,193.17763,8/6/2019
95,Group 2 35,F,5.88961,23.24844,209,182,193.35948,8/6/2019
4,Group 2 35,M,5.79264,22.86567,205,198,202.13816,8/6/2019
100,Group 2 35,D,5.68637,22.4462,199,187,196.78431,8/6/2019
44,Group 2 36,D,6.34712,26.08406,199,176,190.09655,8/6/2019
95,Group 2 36,F,6.77778,27.8539,219,177,197.28966,8/6/2019
4,Group 2 36,M,5.94466,24.43011,205,196,202.0069,8/6/2019
100,Group 2 36,D,5.50396,22.61902,200,171,185.5411,8/6/2019
95,Group 2 37,F,3.83092,14.38392,199,179,184.9125,8/6/2019
100,Group 2 37,D,6.01967,22.60201,202,188,195.825,8/6/2019
100,Group 2 38,D,5.96881,27.50605,199,187,196.06923,8/6/2019
100,Group 2 39,D,4.57878,25.67542,199,186,193.65421,8/6/2019
100,HR recovery 1,D,1.43851,2.87703,199,173,191.85667,8/6/2019
100,HR recovery 2,D,2.17108,4.41576,195,187,191.0339,8/6/2019
12,Session,D,511,10.61513,221,0,165.81889,8/6/2019
89,Session,GK,137,2.67127,178,75,124.83392,8/6/2019
63,Session,F,402,8.35085,199,0,184.97599,8/6/2019
15,Session,D,570,11.84075,207,109,170.65454,8/6/2019
44,Session,D,514,10.67745,189,121,171.18154,8/6/2019
35,Session,F,502.57143,10.44004,0,0,0,8/6/2019
95,Session,F,499,10.36585,220,98,158.47302,8/6/2019
39,Session,D,156,3.24063,0,0,0,8/6/2019
49,Session,F,377,7.83152,205,0,185.01321,8/6/2019
66,Session,M,409,8.49626,207,0,171.55114,8/6/2019
86,Session,M,404,8.39239,202,128,183.0043,8/6/2019
62,Session,F,531,11.0306,205,0,147.42734,8/6/2019
98,Session,GK,91,1.77435,186,94,137.14493,8/6/2019
10,Session,D,481,9.99193,217,0,170.31659,8/6/2019
97,Session,F,409,8.49626,0,0,0,8/6/2019
48,Session,M,304,6.31507,199,104,172.26723,8/6/2019
34,Session,M,472,9.80497,191,116,155.26095,8/6/2019
4,Session,M,455,9.45183,192,0,170.30426,8/6/2019
100,Session,D,487,10.11657,209,0,168.18272,8/6/2019
71,Session,GK,113,2.20331,180,91,130.85398,8/6/2019
23,Session,GK,123,2.39829,165,98,129.27116,8/6/2019
21,Session,D,487,10.11657,217,0,176.8545,8/6/2019
43,Session,M,552,11.46683,211,0,161.58994,8/6/2019
52,Session,D,499,10.36585,193,129,172.63433,8/6/2019
89,GK Warm Up,GK,50,4.46369,173,116,145.38909,8/6/2019
98,GK Warm Up,GK,41,3.66022,186,135,164.45225,8/6/2019
71,GK Warm Up,GK,42,3.7495,180,131,159.88979,8/6/2019
23,GK Warm Up,GK,50,4.46369,165,113,143.11078,8/6/2019
12,Warm Up,D,60,7.44987,199,0,158.00733,8/6/2019
63,Warm Up,F,43,5.33907,172,134,160.05582,8/6/2019
15,Warm Up,D,70,8.69151,180,109,149.14206,8/6/2019
44,Warm Up,D,64,7.94653,179,142,159.43102,8/6/2019
35,Warm Up,F,58.57143,7.27249,0,0,0,8/6/2019
95,Warm Up,F,68,8.44318,183,98,138.96363,8/6/2019
39,Warm Up,D,59,7.3257,0,0,0,8/6/2019
49,Warm Up,F,48,5.95989,195,129,166.75097,8/6/2019
66,Warm Up,M,56,6.95321,183,116,154.16503,8/6/2019
86,Warm Up,M,67,8.31902,193,128,172.15404,8/6/2019
62,Warm Up,F,56,6.95321,197,0,157.76137,8/6/2019
10,Warm Up,D,72,8.93984,196,0,165.74552,8/6/2019
97,Warm Up,F,50,6.20822,0,0,0,8/6/2019
48,Warm Up,M,65,8.07069,183,104,155.8594,8/6/2019
34,Warm Up,M,54,6.70488,161,116,136.85593,8/6/2019
4,Warm Up,M,52,6.45655,180,141,156.43397,8/6/2019
100,Warm Up,D,69,8.56735,178,114,157.16019,8/6/2019
21,Warm Up,D,55,6.82905,191,135,163.0014,8/6/2019
43,Warm Up,M,70,8.69151,178,125,154.14531,8/6/2019
52,Warm Up,D,63,7.82236,176,130,153.57641,8/6/2019
12,11 v 11,D,228,11.61774,213,0,170.18608,8/6/2019
89,11 v 11,GK,79,4.02544,178,115,140.61321,8/6/2019
63,11 v 11,F,183,9.32476,199,0,191.06401,8/6/2019
15,11 v 11,D,256,13.04448,207,134,178.02362,8/6/2019
44,11 v 11,D,227,11.56678,189,154,177.11279,8/6/2019
35,11 v 11,F,226,11.51583,0,0,0,8/6/2019
95,11 v 11,F,210,10.70055,220,125,167.25458,8/6/2019
39,11 v 11,D,47,2.39488,0,0,0,8/6/2019
49,11 v 11,F,171,8.7133,205,176,192.02602,8/6/2019
66,11 v 11,M,180,9.1719,206,0,181.02986,8/6/2019
86,11 v 11,M,137,6.98083,202,134,185.48042,8/6/2019
62,11 v 11,F,224,11.41392,205,0,150.68461,8/6/2019
98,11 v 11,GK,3,0.15286,129,94,111.80261,8/6/2019
10,11 v 11,D,212,10.80246,217,0,174.12717,8/6/2019
97,11 v 11,F,184,9.37572,0,0,0,8/6/2019
48,11 v 11,M,238,12.12729,199,152,182.58333,8/6/2019
34,11 v 11,M,208,10.59864,178,134,160.70475,8/6/2019
4,11 v 11,M,189,9.63049,192,154,177.65857,8/6/2019
100,11 v 11,D,208,10.59864,200,151,174.92664,8/6/2019
71,11 v 11,GK,62,3.15921,180,142,159.50278,8/6/2019
23,11 v 11,GK,6,0.30573,123,98,110.601,8/6/2019
21,11 v 11,D,213,10.85341,207,0,184.28242,8/6/2019
43,11 v 11,M,248,12.63684,202,0,157.4703,8/6/2019
52,11 v 11,D,221,11.26105,193,163,180.85596,8/6/2019
12,11 V 11,D,223,10.8994,221,0,166.50518,8/6/2019
89,11 V 11,GK,8,0.39101,120,75,101.62892,8/6/2019
63,11 V 11,F,176,8.60222,196,157,187.38669,8/6/2019
15,11 V 11,D,244,11.92581,198,125,176.17684,8/6/2019
44,11 V 11,D,223,10.8994,189,121,170.20675,8/6/2019
35,11 V 11,F,218,10.65502,0,0,0,8/6/2019
95,11 V 11,F,221,10.80165,203,102,162.00609,8/6/2019
39,11 V 11,D,50,2.44381,0,0,0,8/6/2019
49,11 V 11,F,158,7.72245,200,0,184.98921,8/6/2019
66,11 V 11,M,173,8.45559,207,0,170.69723,8/6/2019
86,11 V 11,M,200,9.77525,199,130,186.1463,8/6/2019
62,11 V 11,F,251,12.26794,202,0,139.33019,8/6/2019
98,11 V 11,GK,47,2.29718,172,114,141.41908,8/6/2019
10,11 V 11,D,197,9.62862,209,0,170.07676,8/6/2019
97,11 V 11,F,175,8.55334,0,0,0,8/6/2019
48,11 V 11,M,1,0.04888,143,133,137.44712,8/6/2019
34,11 V 11,M,210,10.26401,191,116,158.51446,8/6/2019
4,11 V 11,M,214,10.45952,189,0,172.15366,8/6/2019
100,11 V 11,D,210,10.26401,209,0,166.53712,8/6/2019
71,11 V 11,GK,9,0.43989,136,91,110.28761,8/6/2019
23,11 V 11,GK,67,3.27471,165,105,132.2819,8/6/2019
21,11 V 11,D,219,10.7039,217,141,178.45762,8/6/2019
43,11 V 11,M,234,11.43704,211,0,168.68887,8/6/2019
52,11 V 11,D,215,10.50839,189,129,172.09985,8/6/2019
12,Session,D,502.9828,6.167,217,0,154.58949,8/6/2019
89,Session,GK,349.11385,4.6932,178,0,140.52648,8/6/2019
63,Session,F,340.08779,4.16977,201,0,142.76794,8/6/2019
15,Session,D,456.77922,5.60051,183,93,134.63529,8/6/2019
44,Session,D,444.92617,5.45518,222,0,158.78254,8/6/2019
35,Session,F,467.39913,5.73072,140,0,139.10976,8/6/2019
95,Session,F,442.31802,5.4232,204,0,127.72831,8/6/2019
39,Session,D,162.72397,1.99514,73,73,73,8/6/2019
49,Session,F,402.38226,4.93355,213,0,162.51047,8/6/2019
66,Session,M,380.55452,4.66593,202,0,140.75172,8/6/2019
62,Session,F,443.47552,5.43739,209,0,135.3589,8/6/2019
10,Session,D,443.40446,5.43652,205,0,151.71295,8/6/2019
97,Session,F,339.1776,4.15861,93,0,93,8/6/2019
34,Session,M,438.07123,5.37113,172,0,138.47567,8/6/2019
4,Session,M,450.68683,5.52581,0,0,0,8/6/2019
100,Session,D,388.05408,4.75788,217,0,130.72262,8/6/2019
71,Session,GK,326.51954,4.38946,180,94,148.20713,8/6/2019
23,Session,GK,21.07562,1.56518,0,0,0,8/6/2019
21,Session,D,456.88049,5.60175,213,0,153.95628,8/6/2019
43,Session,M,489.25686,5.99871,197,0,148.73401,8/6/2019
91,Session,F,336.17462,4.12179,195,0,164.29862,8/6/2019
52,Session,D,506.32759,6.20803,217,0,161.43703,8/6/2019
12,Warm Up,D,124.17068,9.22139,183,114,145.00099,8/6/2019
89,Warm Up,GK,114.25429,8.48496,178,99,144.32157,8/6/2019
63,Warm Up,F,106.28024,7.89278,172,113,143.13096,8/6/2019
15,Warm Up,D,146.1474,10.85347,180,93,138.91917,8/6/2019
44,Warm Up,D,130.84946,9.71739,200,0,164.45228,8/6/2019
35,Warm Up,F,131.96141,9.79996,140,0,139.10976,8/6/2019
95,Warm Up,F,127.98116,9.50438,204,0,128.77785,8/6/2019
39,Warm Up,D,119.18831,8.85138,73,73,73,8/6/2019
49,Warm Up,F,111.00223,8.24345,213,0,163.84681,8/6/2019
66,Warm Up,M,110.5207,8.20769,194,96,138.63176,8/6/2019
62,Warm Up,F,118.98701,8.83643,205,0,136.14008,8/6/2019
10,Warm Up,D,127.26856,9.45145,190,0,142.07643,8/6/2019
97,Warm Up,F,101.73939,7.55556,93,93,93,8/6/2019
34,Warm Up,M,133.2449,9.89528,172,91,136.23023,8/6/2019
4,Warm Up,M,121.3488,9.01183,0,0,0,8/6/2019
100,Warm Up,D,138.93147,10.31759,193,100,142.62656,8/6/2019
71,Warm Up,GK,113.32734,8.41613,180,94,141.53286,8/6/2019
23,Warm Up,GK,21.07562,1.56518,0,0,0,8/6/2019
21,Warm Up,D,130.27521,9.67474,197,121,153.93167,8/6/2019
43,Warm Up,M,137.00252,10.17434,179,118,150.3998,8/6/2019
91,Warm Up,F,101.31196,7.52382,186,0,165.998,8/6/2019
52,Warm Up,D,147.68266,10.96762,192,0,163.47965,8/6/2019
12,Technical Warm Up & Tackle Progression,D,39.60627,3.76975,171,122,140.45661,8/6/2019
63,Technical Warm Up & Tackle Progression,F,27.53603,2.6209,176,108,133.34576,8/6/2019
15,Technical Warm Up & Tackle Progression,D,38.32901,3.64818,149,99,127.30901,8/6/2019
44,Technical Warm Up & Tackle Progression,D,34.66949,3.29987,212,0,149.48033,8/6/2019
35,Technical Warm Up & Tackle Progression,F,33.6465,3.2025,0,0,0,8/6/2019
95,Technical Warm Up & Tackle Progression,F,35.4512,3.37427,139,69,108.52046,8/6/2019
39,Technical Warm Up & Tackle Progression,D,21.40734,2.03756,73,73,73,8/6/2019
49,Technical Warm Up & Tackle Progression,F,25.88422,2.46368,169,109,141.09343,8/6/2019
66,Technical Warm Up & Tackle Progression,M,25.95741,2.47064,162,79,115.08376,8/6/2019
62,Technical Warm Up & Tackle Progression,F,37.06438,3.52781,174,0,114.06751,8/6/2019
10,Technical Warm Up & Tackle Progression,D,37.15588,3.53652,180,0,141.39233,8/6/2019
97,Technical Warm Up & Tackle Progression,F,25.66108,2.44244,93,93,93,8/6/2019
34,Technical Warm Up & Tackle Progression,M,46.72285,4.44711,150,0,133.16302,8/6/2019
4,Technical Warm Up & Tackle Progression,M,34.42757,3.27684,0,0,0,8/6/2019
100,Technical Warm Up & Tackle Progression,D,31.30639,2.97976,168,100,123.72335,8/6/2019
21,Technical Warm Up & Tackle Progression,D,30.05634,2.86078,166,118,136.39673,8/6/2019
43,Technical Warm Up & Tackle Progression,M,37.40881,3.5606,164,109,134.71415,8/6/2019
91,Technical Warm Up & Tackle Progression,F,22.75191,2.16554,182,133,159.13832,8/6/2019
52,Technical Warm Up & Tackle Progression,D,50.35758,4.79307,180,127,154.76317,8/6/2019
89,GK Training,GK,176.9855,3.77228,171,0,139.56622,8/6/2019
71,GK Training,GK,171.53172,3.65604,180,116,151.78317,8/6/2019
12,Defensive Footwork,D,173.37956,5.27139,197,113,154.96276,8/6/2019
63,Defensive Footwork,F,124.27194,3.77833,195,0,148.21274,8/6/2019
15,Defensive Footwork,D,157.20738,4.7797,172,100,138.95799,8/6/2019
44,Defensive Footwork,D,164.87355,5.01278,214,0,161.32335,8/6/2019
35,Defensive Footwork,F,187.81161,5.71018,0,0,0,8/6/2019
95,Defensive Footwork,F,170.0139,5.16906,181,81,133.24337,8/6/2019
39,Defensive Footwork,D,14.39054,0.43753,73,73,73,8/6/2019
49,Defensive Footwork,F,145.42896,4.42159,210,0,164.47922,8/6/2019
66,Defensive Footwork,M,135.20728,4.11081,202,0,142.63555,8/6/2019
62,Defensive Footwork,F,161.45297,4.90878,202,0,136.12111,8/6/2019
10,Defensive Footwork,D,165.63805,5.03602,199,0,154.06887,8/6/2019
97,Defensive Footwork,F,126.69158,3.8519,93,93,93,8/6/2019
34,Defensive Footwork,M,157.03073,4.77432,168,102,143.46192,8/6/2019
4,Defensive Footwork,M,150.75423,4.5835,0,0,0,8/6/2019
100,Defensive Footwork,D,161.87823,4.92171,217,0,142.12672,8/6/2019
21,Defensive Footwork,D,174.39421,5.30224,209,0,157.76641,8/6/2019
43,Defensive Footwork,M,164.65604,5.00616,197,112,149.63881,8/6/2019
91,Defensive Footwork,F,123.69368,3.76075,193,134,168.21627,8/6/2019
52,Defensive Footwork,D,181.37088,5.51436,217,0,163.69996,8/6/2019
12,Angled Game,D,65.24067,6.10097,215,0,167.0692,8/6/2019
63,Angled Game,F,29.6829,2.77579,183,0,140.46381,8/6/2019
15,Angled Game,D,31.69197,2.96367,160,100,124.3591,8/6/2019
44,Angled Game,D,38.66153,3.61542,199,0,150.49874,8/6/2019
35,Angled Game,F,46.66353,4.36373,0,0,0,8/6/2019
95,Angled Game,F,36.23479,3.38849,194,86,122.1515,8/6/2019
39,Angled Game,D,4.91355,0.45949,73,73,73,8/6/2019
49,Angled Game,F,46.44002,4.34283,202,134,174.98784,8/6/2019
66,Angled Game,M,47.26276,4.41976,192,125,158.57777,8/6/2019
62,Angled Game,F,55.25124,5.16681,209,0,150.37618,8/6/2019
10,Angled Game,D,49.44471,4.62381,201,0,163.56811,8/6/2019
97,Angled Game,F,31.02,2.90083,93,0,93,8/6/2019
34,Angled Game,M,39.3489,3.6797,165,107,139.13825,8/6/2019
4,Angled Game,M,46.81873,4.37824,0,0,0,8/6/2019
100,Angled Game,D,40.69497,3.80558,195,94,137.34928,8/6/2019
21,Angled Game,D,46.57939,4.35586,213,0,160.93865,8/6/2019
43,Angled Game,M,45.12103,4.21948,175,113,149.40243,8/6/2019
91,Angled Game,F,30.32496,2.83583,195,144,166.30549,8/6/2019
52,Angled Game,D,42.4749,3.97203,204,0,164.94834,8/6/2019
12,Game to Goal- 3v2 to 2v1,D,100.58562,7.18246,217,0,164.03025,8/6/2019
89,Game to Goal- 3v2 to 2v1,GK,57.87405,4.13258,178,86,139.90468,8/6/2019
63,Game to Goal- 3v2 to 2v1,F,52.31668,3.73575,201,0,138.42552,8/6/2019
15,Game to Goal- 3v2 to 2v1,D,83.40347,5.95555,183,93,133.70689,8/6/2019
44,Game to Goal- 3v2 to 2v1,D,75.87213,5.41776,222,0,160.66551,8/6/2019
35,Game to Goal- 3v2 to 2v1,F,67.31608,4.8068,0,0,0,8/6/2019
95,Game to Goal- 3v2 to 2v1,F,72.63696,5.18675,203,87,132.43913,8/6/2019
39,Game to Goal- 3v2 to 2v1,D,2.82423,0.20167,73,73,73,8/6/2019
49,Game to Goal- 3v2 to 2v1,F,73.62684,5.25743,199,0,163.14349,8/6/2019
66,Game to Goal- 3v2 to 2v1,M,61.60638,4.39909,197,0,144.02642,8/6/2019
62,Game to Goal- 3v2 to 2v1,F,70.71992,5.04986,195,0,137.49297,8/6/2019
10,Game to Goal- 3v2 to 2v1,D,63.89726,4.56268,205,0,154.16909,8/6/2019
97,Game to Goal- 3v2 to 2v1,F,54.06555,3.86063,0,0,0,8/6/2019
34,Game to Goal- 3v2 to 2v1,M,61.72385,4.40748,171,98,132.40117,8/6/2019
4,Game to Goal- 3v2 to 2v1,M,97.33751,6.95053,0,0,0,8/6/2019
100,Game to Goal- 3v2 to 2v1,D,15.24301,1.08845,152,66,92.69511,8/6/2019
71,Game to Goal- 3v2 to 2v1,GK,41.66048,2.97483,171,104,142.64394,8/6/2019
21,Game to Goal- 3v2 to 2v1,D,75.57535,5.39657,203,112,152.8836,8/6/2019
43,Game to Goal- 3v2 to 2v1,M,105.06846,7.50257,189,0,155.02767,8/6/2019
91,Game to Goal- 3v2 to 2v1,F,58.09211,4.14815,193,130,156.63744,8/6/2019
52,Game to Goal- 3v2 to 2v1,D,84.44157,6.02967,201,0,157.06233,8/6/2019
12,Session,D,206.3727,10.45216,189,106,149.62142,8/7/2019
63,Session,F,196.20911,10.07268,192,112,157.97108,8/7/2019
39,Session,D,218.10426,11.04633,93,0,93,8/7/2019
49,Session,F,197.83424,10.15611,195,115,168.09565,8/7/2019
66,Session,M,198.47212,10.05202,210,0,155.263,8/7/2019
86,Session,M,226.94524,11.4941,200,96,166.23618,8/7/2019
10,Session,D,215.62914,11.06964,221,0,131.14689,8/7/2019
48,Session,M,206.68858,10.46816,203,107,167.79505,8/7/2019
4,Session,M,111.02607,9.09491,0,0,0,8/7/2019
23,Session,GK,182.78946,9.25774,0,0,0,8/7/2019
21,Session,D,221.19616,11.35543,228,0,160.07663,8/7/2019
52,Session,D,224.22229,11.51078,96,96,96,8/7/2019
12,Warm Up,D,108.87373,8.91859,186,106,139.6572,8/7/2019
63,Warm Up,F,110.14612,9.02282,175,112,148.92573,8/7/2019
39,Warm Up,D,117.45161,9.62127,93,0,93,8/7/2019
49,Warm Up,F,103.08961,8.44478,190,115,161.32805,8/7/2019
66,Warm Up,M,96.47152,7.90264,210,0,148.85816,8/7/2019
86,Warm Up,M,126.67099,10.37649,192,96,154.89106,8/7/2019
10,Warm Up,D,117.19257,9.60005,173,0,105.58226,8/7/2019
48,Warm Up,M,110.58833,9.05905,202,107,159.90334,8/7/2019
4,Warm Up,M,111.02607,9.09491,0,0,0,8/7/2019
23,Warm Up,GK,97.42227,7.98053,0,0,0,8/7/2019
21,Warm Up,D,111.02318,9.09467,200,0,150.93005,8/7/2019
52,Warm Up,D,127.22366,10.42176,96,96,96,8/7/2019
12,Group 1,D,97.49897,12.93604,189,136,165.76205,8/7/2019
39,Group 1,D,100.65265,13.35447,0,0,0,8/7/2019
66,Group 1,M,102.0006,13.53332,205,0,165.66252,8/7/2019
86,Group 1,M,100.27425,13.30427,200,139,184.61367,8/7/2019
48,Group 1,M,96.10025,12.75046,203,134,180.57851,8/7/2019
23,Group 1,GK,85.36719,11.32641,0,0,0,8/7/2019
63,Group 2,F,86.063,11.83512,192,138,173.16418,8/7/2019
49,Group 2,F,94.74464,13.02899,195,130,179.45771,8/7/2019
10,Group 2,D,98.43657,13.53669,221,0,173.99556,8/7/2019
21,Group 2,D,110.17298,15.15065,228,0,175.43073,8/7/2019
52,Group 2,D,96.99863,13.33895,96,96,96,8/7/2019
12,Session,D,548.00365,5.2486,225,0,145.52654,8/7/2019
89,Session,GK,361.63851,3.54513,187,0,134.41735,8/7/2019
63,Session,F,397.48747,3.807,189,91,142.46665,8/7/2019
15,Session,D,603.1927,5.77718,209,64,133.50435,8/7/2019
44,Session,D,548.38745,5.25228,218,0,152.82892,8/7/2019
35,Session,F,564.10798,5.40284,112,0,99.9871,8/7/2019
95,Session,F,501.26803,4.80098,216,66,128.76948,8/7/2019
39,Session,D,371.97815,3.56268,164,0,147.15358,8/7/2019
49,Session,F,372.64353,3.56906,201,93,152.13765,8/7/2019
66,Session,M,420.55025,4.02789,208,0,138.82772,8/7/2019
86,Session,M,521.71046,4.99677,195,101,163.99748,8/7/2019
62,Session,F,585.5879,5.60857,214,72,131.66492,8/7/2019
10,Session,D,442.85616,4.24153,218,0,148.94248,8/7/2019
97,Session,F,401.7451,3.84778,140,0,139.99721,8/7/2019
48,Session,M,503.74063,4.82466,205,104,156.28909,8/7/2019
34,Session,M,449.11868,4.30151,207,70,138.08128,8/7/2019
4,Session,M,453.13172,4.33995,175,0,124.24459,8/7/2019
100,Session,D,349.81557,3.35042,191,0,117.27206,8/7/2019
71,Session,GK,309.98215,3.03874,197,0,134.27199,8/7/2019
23,Session,GK,109.56265,1.07404,0,0,0,8/7/2019
21,Session,D,495.54217,4.74614,225,0,147.91247,8/7/2019
43,Session,M,541.68494,5.18808,194,0,136.01371,8/7/2019
52,Session,D,501.82603,4.80633,199,0,143.49957,8/7/2019
12,Extended Warm Up & Sheep Dog,D,140.67749,4.91727,205,111,142.45698,8/7/2019
89,Extended Warm Up & Sheep Dog,GK,117.38019,4.10294,187,88,135.74011,8/7/2019
63,Extended Warm Up & Sheep Dog,F,118.05989,4.12669,168,91,137.82703,8/7/2019
15,Extended Warm Up & Sheep Dog,D,142.56577,4.98328,173,64,112.21379,8/7/2019
44,Extended Warm Up & Sheep Dog,D,137.02071,4.78945,217,0,146.71522,8/7/2019
35,Extended Warm Up & Sheep Dog,F,148.98782,5.20776,100,0,96.24395,8/7/2019
95,Extended Warm Up & Sheep Dog,F,133.28453,4.65886,205,69,120.34495,8/7/2019
39,Extended Warm Up & Sheep Dog,D,127.24427,4.44773,164,0,147.15358,8/7/2019
49,Extended Warm Up & Sheep Dog,F,109.80806,3.83826,186,115,159.11465,8/7/2019
66,Extended Warm Up & Sheep Dog,M,114.90518,4.01642,208,0,134.91869,8/7/2019
86,Extended Warm Up & Sheep Dog,M,151.10309,5.28169,189,118,157.16353,8/7/2019
62,Extended Warm Up & Sheep Dog,F,146.35378,5.11568,214,75,121.27876,8/7/2019
10,Extended Warm Up & Sheep Dog,D,137.56718,4.80856,207,0,148.38162,8/7/2019
97,Extended Warm Up & Sheep Dog,F,105.08834,3.67328,140,0,139.98041,8/7/2019
48,Extended Warm Up & Sheep Dog,M,125.81419,4.39774,199,104,148.77542,8/7/2019
34,Extended Warm Up & Sheep Dog,M,124.59924,4.35527,180,70,123.28488,8/7/2019
4,Extended Warm Up & Sheep Dog,M,119.93854,4.19236,162,0,134.11234,8/7/2019
100,Extended Warm Up & Sheep Dog,D,116.15435,4.06009,188,0,113.29731,8/7/2019
71,Extended Warm Up & Sheep Dog,GK,109.5171,3.82809,197,0,131.0977,8/7/2019
23,Extended Warm Up & Sheep Dog,GK,7.07872,0.24743,0,0,0,8/7/2019
21,Extended Warm Up & Sheep Dog,D,126.42153,4.41897,205,0,142.51652,8/7/2019
43,Extended Warm Up & Sheep Dog,M,139.39195,4.87234,186,0,124.76055,8/7/2019
52,Extended Warm Up & Sheep Dog,D,139.75955,4.88519,198,0,140.74097,8/7/2019
89,GK Training,GK,154.30917,3.06602,178,0,134.41896,8/7/2019
71,GK Training,GK,132.32681,2.62924,192,0,137.19118,8/7/2019
23,GK Training,GK,75.81568,1.50641,0,0,0,8/7/2019
12,Technical Defending Footwork,D,133.47969,6.17347,199,117,156.48663,8/7/2019
63,Technical Defending Footwork,F,96.09906,4.44461,178,122,159.58067,8/7/2019
15,Technical Defending Footwork,D,123.45491,5.70982,175,100,142.35982,8/7/2019
44,Technical Defending Footwork,D,132.05878,6.10775,209,0,164.6731,8/7/2019
35,Technical Defending Footwork,F,138.7162,6.41566,96,96,96,8/7/2019
95,Technical Defending Footwork,F,125.45168,5.80217,198,93,145.10321,8/7/2019
39,Technical Defending Footwork,D,119.14296,5.51039,0,0,0,8/7/2019
49,Technical Defending Footwork,F,96.02654,4.44125,201,131,165.76012,8/7/2019
66,Technical Defending Footwork,M,87.91605,4.06614,204,0,150.81794,8/7/2019
86,Technical Defending Footwork,M,130.70238,6.04502,195,144,180.4267,8/7/2019
62,Technical Defending Footwork,F,121.2048,5.60575,189,100,139.92415,8/7/2019
10,Technical Defending Footwork,D,112.87081,5.2203,205,0,168.14046,8/7/2019
97,Technical Defending Footwork,F,90.46221,4.1839,140,140,140,8/7/2019
48,Technical Defending Footwork,M,126.38941,5.84554,205,137,171.3125,8/7/2019
34,Technical Defending Footwork,M,121.56483,5.62241,187,125,152.17236,8/7/2019
4,Technical Defending Footwork,M,98.61473,4.56096,113,113,113,8/7/2019
100,Technical Defending Footwork,D,109.03218,5.04277,191,0,141.01768,8/7/2019
21,Technical Defending Footwork,D,110.43244,5.10753,197,112,152.54652,8/7/2019
43,Technical Defending Footwork,M,127.64758,5.90373,194,0,149.96506,8/7/2019
52,Technical Defending Footwork,D,120.40944,5.56897,196,0,156.24867,8/7/2019
12,Defensive Box Progression,D,117.14847,3.766,205,98,139.342,8/7/2019
63,Defensive Box Progression,F,91.12714,2.92949,165,109,137.6178,8/7/2019
15,Defensive Box Progression,D,138.73239,4.45987,183,92,135.97326,8/7/2019
44,Defensive Box Progression,D,137.55968,4.42217,218,0,151.95281,8/7/2019
35,Defensive Box Progression,F,126.22997,4.05795,96,96,96,8/7/2019
95,Defensive Box Progression,F,133.78288,4.30076,205,66,127.88706,8/7/2019
39,Defensive Box Progression,D,75.9231,2.44072,0,0,0,8/7/2019
49,Defensive Box Progression,F,70.47701,2.26564,180,111,142.22359,8/7/2019
66,Defensive Box Progression,M,92.41357,2.97084,202,0,131.81138,8/7/2019
86,Defensive Box Progression,M,123.93182,3.98407,190,122,165.4974,8/7/2019
62,Defensive Box Progression,F,142.31715,4.57511,198,75,130.39399,8/7/2019
10,Defensive Box Progression,D,81.90086,2.63289,218,0,143.4432,8/7/2019
97,Defensive Box Progression,F,102.64378,3.29972,140,140,140,8/7/2019
48,Defensive Box Progression,M,124.72725,4.00964,192,120,155.0068,8/7/2019
34,Defensive Box Progression,M,103.7112,3.33403,207,100,139.53167,8/7/2019
4,Defensive Box Progression,M,111.83727,3.59526,175,0,119.01085,8/7/2019
100,Defensive Box Progression,D,110.77512,3.56112,185,0,126.56727,8/7/2019
21,Defensive Box Progression,D,116.2669,3.73766,225,0,146.50272,8/7/2019
43,Defensive Box Progression,M,136.12798,4.37614,192,0,139.59116,8/7/2019
52,Defensive Box Progression,D,127.51266,4.09919,199,0,141.65823,8/7/2019
12,5v5 to Big Goals,D,156.698,6.7916,225,0,147.40676,8/7/2019
89,5v5 to Big Goals,GK,89.94915,3.89857,175,0,132.77359,8/7/2019
63,5v5 to Big Goals,F,92.20138,3.99619,189,103,138.71865,8/7/2019
15,5v5 to Big Goals,D,198.43964,8.60076,209,97,148.28121,8/7/2019
44,5v5 to Big Goals,D,141.74829,6.14365,217,0,150.41987,8/7/2019
35,5v5 to Big Goals,F,150.17398,6.50883,112,0,111.09054,8/7/2019
