Ax_mean,Ax_SD,Ax_max,Ax_maxpos,Ax_min,Ax_minpos,Ax_skew,Ax_kurt,Ax_freq_amp,Ax_freq,Ax_energy,Ax_dif,Ay_mean,Ay_SD,Ay_max,Ay_maxpos,Ay_min,Ay_minpos,Ay_skew,Ay_kurt,Ay_freq_amp,Ay_freq,Ay_energy,Ay_dif,Az_mean,Az_SD,Az_max,Az_maxpos,Az_min,Az_minpos,Az_skew,Az_kurt,Az_freq_amp,Az_freq,Az_energy,Az_dif,Gx_mean,Gx_SD,Gx_max,Gx_maxpos,Gx_min,Gx_minpos,Gx_skew,Gx_kurt,Gx_freq_amp,Gx_freq,Gx_energy,Gx_dif,Gy_mean,Gy_SD,Gy_max,Gy_maxpos,Gy_min,Gy_minpos,Gy_skew,Gy_kurt,Gy_freq_amp,Gy_freq,Gy_energy,Gy_dif,Gz_mean,Gz_SD,Gz_max,Gz_maxpos,Gz_min,Gz_minpos,Gz_skew,Gz_kurt,Gz_freq_amp,Gz_freq,Gz_energy,Gz_dif,roll_mean,roll_SD,roll_max,roll_maxpos,roll_min,roll_minpos,roll_skew,roll_kurt,roll_freq_amp,roll_freq,roll_energy,roll_dif,pitch_mean,pitch_SD,pitch_max,pitch_maxpos,pitch_min,pitch_minpos,pitch_skew,pitch_kurt,pitch_freq_amp,pitch_freq,pitch_energy,pitch_dif,yaw_mean,yaw_SD,yaw_max,yaw_maxpos,yaw_min,yaw_minpos,yaw_skew,yaw_kurt,yaw_freq_amp,yaw_freq,yaw_energy,yaw_dif,Amag_mean,Amag_SD,Amag_max,Amag_ maxpos,Amag_min,Amag_minpos,Amag_skew,Amag_kurt,Amag_freq_amp,Amag_freq,Amag_energy,Amag_dif,Gmag_mean,Gmag_SD,Gmag_max,Gmag_maxpos,Gmag_min,Gmag_minpos,Gmag_skew,Gmag_kurt,Gmag_freq_amp,Gmag_freq,Gmag_energy,Gmag_dif,class
-0.1427371,2.410209256,14.12890625,151,-4.603515625,135,1.886259419,10.59956359,1.908849508,0.830564784,1748.865136,18.73242188,-1.098116954,2.053008321,3.099121094,157,-14.29931641,152,-3.00014508,15.42427224,1.219829693,0.830564784,1627.417064,17.3984375,-0.638089506,1.350123583,12.75244141,152,-3.418457031,168,5.723681881,49.53214522,0.733392318,1.245847176,669.4047301,16.17089844,-80.12033061,151.1518308,487.9268293,184,-1069.939024,152,-0.557100409,14.16685406,90.94482422,2.906976744,8786262.262,1557.865854,-2.067093428,162.0452539,610.3658537,152,-399.0243902,177,-0.03988091,3.205459961,164.2498408,0.830564784,7878885.425,1009.390244,15.65371526,234.2989561,487.5,152,-312.195122,67,0.306870501,1.59746507,297.8497144,0.830564784,16542556.93,799.695122,0.409507196,0.320221945,0.960085132,84,-0.093688575,174,0.508575126,1.922517202,0.409507196,0.415282392,81.23916746,1.053773707,-0.787678184,0.446421158,0.02311473,18,-1.480016117,169,0.568986272,2.090428144,0.787678184,0.415282392,246.5390684,1.503130847,0.423695637,0.900526158,1.835499917,83,-0.793978912,227,0.184860664,1.571496538,1.262609211,0.830564784,297.3191242,2.629478829,2.684041765,2.501505407,20.01845673,152,0.844335,300,3.436038178,18.85645778,2.684041765,0.415282392,4045.686929,19.17412173,298.9968158,144.8973976,1324.753653,152,47.38813183,227,2.091844529,13.25386192,298.9968158,0.415282392,33207704.61,1277.365521,Left_hook
-0.11900436,2.504151143,15.99951172,151,-3.913574219,156,1.880892977,10.17019266,1.88322563,0.830564784,1885.494657,19.91308594,-0.978630801,1.948108398,6.590332031,149,-9.324707031,153,-2.007772117,8.076909712,1.273008773,0.830564784,1426.81109,15.91503906,-0.421998287,1.292995592,6.322753906,152,-9.63671875,150,0.496183715,15.22812826,1.009028864,1.245847176,555.154129,15.95947266,-53.77238473,139.6234137,416.6463415,187,-537.3170732,152,0.083055553,5.93753255,108.5997022,2.491694352,6718741.575,953.9634146,29.47249007,155.6306854,484.8780488,152,-275.6097561,182,0.311396803,2.949000984,163.101285,0.830564784,7527730.004,760.4878049,31.67612025,204.0283834,523.2926829,153,-227.9268293,65,0.496229527,1.86877778,246.7143973,0.830564784,12790290.72,751.2195122,0.596694466,0.25521605,1.080001443,86,0,1,-0.021157967,2.647772329,0.596694466,0.415282392,126.7098998,1.080001443,-0.700486312,0.422284889,0,1,-1.413116723,173,0.232470459,1.87223905,0.700486312,0.415282392,201.1923612,1.413116723,0.22256151,0.866882184,1.553946664,89,-0.985142193,229,0.138631234,1.57189518,1.216384045,0.830564784,240.3550378,2.539088857,2.669527902,2.39612168,16.14406017,151,0.62320547,158,2.347172595,10.0211668,2.669527902,0.415282392,3867.459876,15.5208547,267.1569871,136.0579867,855.7049014,152,72.47989424,3,1.296016555,4.624771199,267.1569871,0.415282392,27036762.3,783.2250071,Left_hook
0.065215558,2.548943809,15.99951172,151,-5.821777344,155,2.310461402,13.5121536,1.947497474,0.830564784,1950.414536,21.82128906,-1.360168254,2.1018105,8.858886719,150,-14.06542969,153,-2.222542312,12.56234487,1.442865832,0.830564784,1882.149575,22.92431641,-0.576528758,1.452452812,11.52246094,152,-9.319335938,150,3.075450442,28.79290209,0.946779065,1.245847176,732.9337597,20.84179688,-36.10444859,107.196558,283.3536585,150,-782.0731707,152,-0.19447031,11.63198403,77.33217022,2.491694352,3839693.508,1065.426829,28.4743943,135.1803318,490.7317073,152,-225.1829268,289,-0.026345782,3.499228286,132.2054034,0.830564784,5726164.764,715.9146341,57.53322259,236.0525624,663.5365854,154,-235,30,0.396133069,2.020955059,315.3944858,0.830564784,17712575.25,898.5365854,0.1334321,0.169006001,0.428525114,75,-0.092856036,300,0.591213303,1.898361493,0.189909523,0.830564784,13.92795024,0.52138115,-0.740028857,0.287812787,0,1,-1.152592618,175,0.879946809,3.02058406,0.740028857,0.415282392,189.6913155,1.152592618,-0.547293689,1.143991246,0.947627215,74,-2.103652185,237,-0.042512958,1.328347009,1.583363365,0.830564784,482.7734362,3.051279399,2.82303824,2.687418125,21.07016226,152,0.918677653,10,3.29849222,16.93425423,2.82303824,0.415282392,4565.49787,20.15148461,268.0808738,137.1903749,1064.500908,152,52.11788364,235,1.747025096,8.589715414,268.0808738,0.415282392,27278433.52,1012.383025,Left_hook
0.042949284,2.523238069,15.99951172,151,-5.361816406,155,2.435706392,13.99083513,1.788010014,0.830564784,1910.574343,21.36132813,-1.102483908,2.302906353,9.557128906,149,-11.83300781,152,-1.590331052,8.514814254,1.510998423,0.830564784,1956.870002,21.39013672,-0.784483038,0.901950629,4.15625,148,-4.612304688,150,1.179689036,7.374623589,0.784483038,0.415282392,429.2939861,8.768554688,-55.04152824,131.1280086,441.3414634,183,-501.7073171,169,0.578353683,6.193057874,78.76312878,2.491694352,6070266.913,943.0487805,15.13734705,135.5216839,331.5243902,148,-348.4146341,177,-0.512485314,2.617695674,115.8697909,0.830564784,5578808.96,679.9390244,29.57418362,252.5676331,635.7926829,146,-314.3902439,69,0.596992966,2.237790911,296.3081214,0.830564784,19400387.12,950.1829268,0.478312507,0.22746473,0.99789665,80,0,1,0.549518779,3.259795293,0.478312507,0.415282392,84.38570026,0.99789665,-0.792866086,0.422871051,0,1,-1.318225475,166,0.801697286,2.166610341,0.792866086,0.415282392,242.8656034,1.318225475,0.301077364,0.909053873,1.769900798,94,-0.893923892,228,0.274215632,1.64358876,1.265034875,0.830564784,275.1986047,2.66382469,2.728214186,2.618109614,18.9589838,150,0.564084893,23,2.767382022,13.19430702,2.728214186,0.415282392,4296.738331,18.3948989,285.5226856,147.3202701,707.1274557,169,40.26422251,226,0.831495257,3.617131418,285.5226856,0.415282392,31049462.99,666.8632331,Left_hook
-0.143596865,2.472215485,15.99951172,151,-4.23046875,130,2.169646624,12.78451621,1.857565835,0.830564784,1839.76146,20.22998047,-1.297066419,2.607411343,6.963867188,157,-16,152,-2.007780587,9.99043448,1.612283778,0.830564784,2545.974943,22.96386719,-0.953892299,0.905856035,6.304199219,152,-2.823242188,167,3.031484219,21.3337477,0.953892299,0.415282392,520.0556128,9.127441406,-76.72048456,160.3291124,606.6463415,182,-702.4390244,151,1.007668264,8.47492439,78.59360167,1.245847176,9483323.145,1309.085366,-17.45178673,145.1305045,253.1707317,152,-455.7317073,179,-0.495032027,3.122245973,151.6286656,0.830564784,6410533.02,708.902439,22.83526457,274.1921269,678.3536585,145,-371.6463415,44,0.442617737,2.241364816,342.7443277,0.830564784,22711352.97,1050,0.538974748,0.33416108,1.113842525,79,-0.054639339,174,0.442743634,2.053937485,0.538974748,0.415282392,120.9377156,1.168481864,-0.857987323,0.415128243,0.011392262,10,-1.436610857,170,0.827737134,2.430000783,0.857987323,0.415282392,273.2782537,1.448003119,0.446854744,1.024559893,1.965624719,76,-0.950471,226,0.168312584,1.496801619,1.435447715,0.830564784,375.0203202,2.916095719,2.992731341,2.714101024,18.91826058,151,0.645786243,20,2.56917459,11.64692325,2.992731341,0.415282392,4905.792016,18.27247434,325.0170472,150.6513498,958.2276623,152,83.81895485,223,1.31831529,5.192865467,325.0170472,0.415282392,38605209.14,874.4087075,Left_hook
-0.111612009,2.405777237,15.99951172,151,-3.952148438,133,2.548573645,16.13011406,1.904351401,0.830564784,1740.078863,19.95166016,-1.313353276,2.26908217,9.862792969,150,-16,153,-1.42309158,12.39003166,1.488032774,0.830564784,2063.814113,25.86279297,-0.79607039,0.968460969,6.745117188,153,-2.131347656,240,3.190340333,24.37758753,0.808131936,1.245847176,472.1271424,8.876464844,-65.84008589,151.0597454,492.0731707,184,-950.1829268,152,-0.182259927,9.347258007,71.40272206,1.245847176,8150523.992,1442.256098,-11.16927315,146.9515673,422.4390244,151,-391.402439,179,-0.36623775,2.738165866,135.7484167,0.830564784,6515979.491,813.8414634,50.94076655,247.1875886,630.7317073,140,-226.1585366,20,0.656450315,2.239694947,309.7111232,0.830564784,19111594.66,856.8902439,-0.143866919,0.341615856,0.413835618,51,-0.749235882,175,0.277667332,1.721508205,0.44237094,0.830564784,41.2404227,1.1630715,-0.796864245,0.345628825,0,1,-1.284010056,171,0.734287607,2.342900746,0.796864245,0.415282392,226.9705653,1.284010056,-0.522186325,1.097773204,0.975838428,76,-1.959441789,225,0.074215922,1.337689839,1.52296775,0.830564784,443.6080486,2.935280217,2.866374424,2.451511993,18.1717327,151,0.965445265,301,3.209448173,17.32451305,2.866374424,0.415282392,4276.020119,17.20628744,294.1245209,160.6115268,1029.671641,152,11.0851579,225,1.198920097,4.464287498,294.1245209,0.415282392,33778098.14,1018.586483,Left_hook
-0.316313785,2.755701628,15.99951172,151,-5.422851563,131,1.502465535,9.601570507,2.174390642,1.245847176,2308.283817,21.42236328,-1.158963935,2.415363218,3.290527344,150,-16,152,-2.843825656,12.0544904,1.529372569,0.830564784,2154.496261,19.29052734,-0.522194897,0.99895101,5.694335938,149,-5.849609375,151,0.781365489,11.26215853,0.722176974,1.245847176,381.4498768,11.54394531,-52.76881938,100.4209996,224.3292683,154,-408.597561,169,-0.327548458,4.24575835,64.75182855,1.245847176,3863462.188,632.9268293,20.56640467,144.8910017,373.2926829,149,-244.5731707,272,-0.387815823,1.991597205,170.4919469,0.830564784,6425336.786,617.8658537,27.55834211,263.5218712,525.3658537,152,-411.7682927,61,0.190549059,1.828192256,305.890623,0.830564784,21061731.12,937.1341463,0.883860681,0.39338498,1.53331323,83,0,1,-0.51497095,3.150429338,0.883860681,0.415282392,281.5696434,1.53331323,-0.553777227,0.385112133,0.089049457,40,-1.093296161,173,0.454258752,1.760462874,0.553777227,0.415282392,136.8008409,1.182345618,0.725602689,0.972546909,2.429940647,87,-0.50943511,226,0.466191407,1.804587261,1.318853284,0.830564784,442.2305247,2.939375758,2.939546372,2.73453784,17.03592186,151,0.39922987,41,2.249585754,9.321267669,2.939546372,0.415282392,4844.229955,16.63669199,299.2680122,121.0036611,641.8689279,152,47.9541674,227,0.406096155,2.946073149,299.2680122,0.415282392,31350530.09,593.9147605,Left_hook
-0.068688681,2.887294603,15.99951172,151,-5.228027344,130,1.440811412,8.44281872,2.378886348,1.245847176,2502.361195,21.22753906,-1.568871989,3.045896015,10.18945313,158,-16,153,-1.872596983,9.492954658,1.784524365,0.830564784,3524.113915,26.18945313,-0.579713131,1.672605441,8.078125,150,-14.64501953,152,-0.331825663,22.52155024,1.134424562,1.245847176,940.4389498,22.72314453,-35.77303298,159.3123268,490.4878049,163,-542.3780488,172,0.178675125,4.424276738,83.29159521,0.830564784,7999317.921,1032.865854,27.8907706,146.458085,346.097561,170,-245.7926829,277,-0.334210231,2.254700896,137.8056182,0.830564784,6669137.619,591.8902439,26.56024633,289.6248326,607.804878,153,-396.7073171,69,0.386415665,1.787350521,338.9530551,0.830564784,25377102.54,1004.512195,0.787392206,0.280205539,1.170570122,89,0,1,-1.155551621,3.942925019,0.787392206,0.415282392,210.1704753,1.170570122,-0.687195985,0.349352392,9.53E-05,2,-1.072054747,178,0.869738409,2.275473369,0.687195985,0.415282392,178.7578629,1.072150053,0.566305984,1.026644592,2.271373076,94,-0.859664072,225,0.260413616,1.715113775,1.417385635,0.830564784,412.7311783,3.131037148,3.439430293,3.369559891,26.85126651,152,0.654422941,34,2.446446132,12.1184707,3.58795016,0.830564784,6966.91406,26.19684357,332.632936,149.9056634,747.0567944,172,8.610524736,226,0.450269516,3.077607293,332.632936,0.415282392,40045558.08,738.4462697,Left_hook
-0.326519025,2.72250006,15.99951172,151,-7.857910156,154,1.42313049,10.62318362,2.021073001,1.245847176,2255.69299,23.85742188,-1.209849006,2.336347925,3.112792969,151,-16,153,-3.233225533,15.79768931,1.582461007,0.830564784,2078.140608,19.11279297,-0.820096748,1.286517967,10.01318359,154,-4.731445313,158,4.405725503,37.10095984,0.820096748,0.415282392,698.9787052,14.74462891,-46.19662102,153.9472705,483.3536585,178,-812.7439024,152,-0.167410767,8.899342582,82.87732848,1.245847176,7752301.097,1296.097561,26.56206952,159.9814809,504.5731707,153,-435.304878,171,-0.693397746,3.818569228,131.6614135,0.830564784,7890590.872,939.8780488,18.92330443,264.4865908,663.9634146,154,-380.4268293,65,0.253058664,1.677864244,324.618453,0.830564784,21093732.54,1044.390244,0.845360601,0.368756039,1.435187655,93,0,1,-0.609728946,3.136477972,0.845360601,0.415282392,255.899303,1.435187655,-0.528125659,0.346229659,0.097669998,39,-1.115998329,161,0.574996389,2.172573623,0.528125659,0.415282392,119.9164232,1.213668327,0.707480958,0.960573293,2.369261273,92,-0.527507538,231,0.415094066,1.7743024,1.318106087,0.830564784,427.4696363,2.896768811,2.982990059,2.801455077,20.44530747,154,0.512840149,40,2.769461455,13.88264281,2.982990059,0.415282392,5032.812303,19.93246733,313.3623744,154.7000886,932.0605774,152,53.91957707,229,1.137910482,4.539393582,313.3623744,0.415282392,36736624.51,878.1410004,Left_hook
-0.219014418,2.753883156,15.99951172,151,-4.944335938,128,2.069094577,13.25666853,2.086062625,1.245847176,2289.599894,20.94384766,-1.423164646,2.30891586,9.7421875,151,-16,154,-1.978020597,11.46496117,1.596582091,1.245847176,2208.972416,25.7421875,-0.505643623,1.574549335,6.893554688,154,-13.015625,152,-0.005810374,19.16523475,1.18203602,1.245847176,820.72,19.90917969,-12.68373714,134.3685547,418.3536585,137,-568.6585366,152,0.201168298,5.047853535,96.59914386,0.830564784,5464896.579,987.0121951,33.28356697,155.5026834,447.5,150,-275.1219512,276,-0.255027942,3.024895725,150.0399066,0.830564784,7587771.91,722.6219512,43.20820841,260.1871877,509.0243902,154,-367.3780488,59,0.155972693,1.740972479,296.0776537,0.830564784,20871163.52,876.402439,0.820568658,0.274948057,1.140241017,84,0,1,-1.498463789,4.694368228,0.820568658,0.415282392,225.3521397,1.140241017,-0.607300112,0.297594439,0,1,-0.91702637,157,0.890876498,2.291792852,0.607300112,0.415282392,137.5815763,0.91702637,0.293790304,1.013666966,1.927751785,87,-1.150036724,229,0.191490294,1.696813581,1.417094206,0.830564784,334.2363511,3.077788509,3.086572172,2.858721771,20.62514478,152,0.557478852,16,2.923675953,15.04498916,3.086572172,0.415282392,5319.29231,20.06766593,306.693862,136.7654122,703.0843707,138,53.91047424,160,0.597910108,3.518427423,306.693862,0.415282392,33923832.01,649.1738965,Left_hook
